date_,adj close_escorts.ns,close_escorts.ns,high_escorts.ns,low_escorts.ns,open_escorts.ns,volume_escorts.ns
2025-03-17,2945.912353515625,2961.75,2978.39990234375,2900.050048828125,2908.550048828125,60944
2025-03-18,2945.912353515625,2961.75,2961.75,2961.75,2961.75,0
2025-03-19,3171.7978515625,3188.85009765625,3235.0,3029.949951171875,3037.5,390845
2025-03-20,3183.982421875,3201.10009765625,3211.39990234375,3142.10009765625,3205.0,109492
2025-03-21,3211.036865234375,3228.300048828125,3238.050048828125,3166.0,3198.050048828125,169291
2025-03-24,3254.65234375,3272.14990234375,3298.0,3209.050048828125,3235.199951171875,96130
2025-03-25,3195.271484375,3212.449951171875,3292.0,3204.0,3280.0,97369
2025-03-26,3217.6513671875,3234.949951171875,3301.949951171875,3186.35009765625,3223.800048828125,275521
2025-03-27,3236.79833984375,3254.199951171875,3283.949951171875,3200.0,3226.0,87107
2025-03-28,3232.670654296875,3250.050048828125,3301.89990234375,3234.0,3250.0,91712
2025-04-01,3201.587646484375,3218.800048828125,3280.0,3154.5,3250.050048828125,132567
2025-04-02,3211.13623046875,3228.39990234375,3255.199951171875,3190.550048828125,3232.0,150509
2025-04-03,3258.48193359375,3276.0,3285.800048828125,3185.0,3185.0,62003
2025-04-04,3144.245849609375,3161.14990234375,3289.60009765625,3132.0,3270.0,71262
