date_,adj close_swancorp.ns,close_swancorp.ns,high_swancorp.ns,low_swancorp.ns,open_swancorp.ns,volume_swancorp.ns
2024-02-21,710.6338500976562,710.9000244140625,762.5999755859375,706.0999755859375,759.9000244140625,5195671
2024-02-22,721.9295654296875,722.2000122070312,725.4000244140625,701.4000244140625,711.0,2783832
2024-02-23,736.2242431640625,736.5,740.0,717.7999877929688,722.2000122070312,1838669
2024-02-26,729.1268920898438,729.4000244140625,744.0999755859375,724.1500244140625,741.0,1355242
2024-02-27,752.76806640625,753.0499877929688,782.25,734.9000244140625,734.9500122070312,9240047
2024-02-28,721.179931640625,721.4500122070312,763.9000244140625,714.0,763.9000244140625,2671462
2024-02-29,744.9210205078125,745.2000122070312,749.9500122070312,708.75,720.0,5294963
2024-03-01,761.9146118164062,762.2000122070312,772.7999877929688,746.5,751.8499755859375,5818342
2024-03-04,727.827392578125,728.0999755859375,747.3499755859375,711.3499755859375,745.0,9447771
2024-03-05,722.779296875,723.0499877929688,739.7000122070312,720.0,735.0,1787654
2024-03-06,696.3892211914062,696.6500244140625,730.0,678.0999755859375,724.0,5402749
2024-03-07,686.5928344726562,686.8499755859375,702.4000244140625,683.0,699.0,1571904
2024-03-11,669.5991821289062,669.8499755859375,697.75,664.5999755859375,692.0,3019947
2024-03-12,545.7955322265625,546.0,675.6500244140625,535.9000244140625,669.8499755859375,16305187
2024-03-13,473.7225646972656,473.8999938964844,609.7999877929688,437.1000061035156,551.0,26497759
2024-03-14,521.0548095703125,521.25,521.25,476.20001220703125,492.0,6585036
2024-03-15,569.0868530273438,569.2999877929688,572.5999755859375,532.4500122070312,550.0,12599099
2024-03-18,562.8391723632812,563.0499877929688,587.0,542.5499877929688,580.0,4253422
2024-03-19,579.9827880859375,580.2000122070312,586.25,563.5999755859375,567.0,3049450
2024-03-20,590.4788818359375,590.7000122070312,599.0,578.0999755859375,581.4500122070312,2995293
2024-03-21,621.6671752929688,621.9000244140625,628.9000244140625,598.0999755859375,598.0999755859375,2718855
2024-03-22,665.1008911132812,665.3499755859375,669.0,622.8499755859375,624.4000244140625,3253949
2024-03-26,650.6563720703125,650.9000244140625,677.9000244140625,644.0999755859375,666.6500244140625,2315592
2024-03-27,664.4511108398438,664.7000122070312,670.6500244140625,642.4000244140625,653.9000244140625,2009154
2024-03-28,669.69921875,669.9500122070312,675.0,655.0499877929688,666.0,1751032
2024-04-01,674.0975341796875,674.3499755859375,680.0,666.0,674.0,1150319
2024-04-02,671.8983764648438,672.1500244140625,680.0,665.0,673.0999755859375,801638
2024-04-03,673.8976440429688,674.1500244140625,687.0,668.0,670.0,1448171
2024-04-04,656.9039916992188,657.1500244140625,679.7000122070312,647.1500244140625,678.0,1697141
2024-04-05,674.6473388671875,674.9000244140625,683.0,648.25,658.9000244140625,3197203
2024-04-08,666.0005493164062,666.25,684.7000122070312,660.0999755859375,681.5,1393520
2024-04-09,662.4019165039062,662.6500244140625,678.7000122070312,651.25,673.0,1065168
2024-04-10,663.6514892578125,663.9000244140625,677.4500122070312,658.3499755859375,662.9500122070312,958094
2024-04-12,651.1060791015625,651.3499755859375,673.2999877929688,648.25,665.9500122070312,1703779
2024-04-15,628.6145629882812,628.8499755859375,643.7999877929688,625.0999755859375,631.0499877929688,1279082
2024-04-16,632.613037109375,632.8499755859375,639.7999877929688,622.2999877929688,627.7999877929688,1034308
2024-04-18,616.2691650390625,616.5,641.7999877929688,612.0999755859375,633.5999755859375,984081
2024-04-19,616.019287109375,616.25,624.9500122070312,598.0,598.0499877929688,1129319
2024-04-22,622.1669921875,622.4000244140625,633.0,613.5499877929688,622.0,930841
2024-04-23,616.1692504882812,616.4000244140625,631.0,611.25,625.0,1025008
2024-04-24,609.8215942382812,610.0499877929688,625.0999755859375,606.0999755859375,619.0,1390566
2024-04-25,614.8696899414062,615.0999755859375,620.0999755859375,600.0499877929688,611.6500244140625,1094293
2024-04-26,613.4202880859375,613.6500244140625,625.0,610.25,620.7000122070312,733871
2024-04-29,616.9689331054688,617.2000122070312,620.7999877929688,598.5,617.0,876522
2024-04-30,620.167724609375,620.4000244140625,641.9000244140625,618.5,624.0,1943528
2024-05-02,606.3228759765625,606.5499877929688,627.7000122070312,603.75,627.0,1109159
2024-05-03,593.4277954101562,593.6500244140625,613.8499755859375,580.25,612.4000244140625,1939191
2024-05-06,570.9861450195312,571.2000122070312,588.9000244140625,567.8499755859375,588.0,2338059
2024-05-07,561.4397583007812,561.6500244140625,576.5999755859375,553.0,570.0,2249481
2024-05-08,565.08837890625,565.2999877929688,572.8499755859375,548.6500244140625,556.5,1722807
2024-05-09,537.7485961914062,537.9500122070312,568.7999877929688,537.0499877929688,564.2000122070312,1812358
2024-05-10,528.951904296875,529.1500244140625,545.5,524.3499755859375,540.0999755859375,1165286
2024-05-13,535.1495361328125,535.3499755859375,547.7000122070312,503.25,531.9500122070312,1415860
2024-05-14,561.8895263671875,562.0999755859375,562.0999755859375,536.5499877929688,539.9000244140625,708503
2024-05-15,582.0819702148438,582.2999877929688,590.2000122070312,573.3499755859375,576.9000244140625,2553115
2024-05-16,582.2819213867188,582.5,587.7000122070312,571.7000122070312,583.0,1097314
2024-05-17,598.9756469726562,599.2000122070312,609.2000122070312,584.0,584.0,1760434
2024-05-21,597.9760131835938,598.2000122070312,608.4000244140625,591.5,605.0,975839
2024-05-22,602.2744140625,602.5,616.7000122070312,593.0,604.9000244140625,1586277
2024-05-23,601.4248046875,601.6500244140625,610.25,597.5499877929688,603.9000244140625,672800
2024-05-24,630.3139038085938,630.5499877929688,631.0,599.5499877929688,599.5499877929688,3072753
2024-05-27,637.5612182617188,637.7999877929688,648.0,614.0,639.7000122070312,2526585
2024-05-28,620.9174194335938,621.1500244140625,644.5,620.0,640.9500122070312,1223364
2024-05-29,622.4668579101562,622.7000122070312,629.5,609.0,619.5,1081894
2024-05-30,604.7734985351562,605.0,624.2999877929688,598.0,611.0,1169643
2024-05-31,574.5347900390625,574.75,574.75,574.75,574.75,580372
2024-06-03,596.9764404296875,597.2000122070312,603.4500122070312,558.0,599.9500122070312,4323788
2024-06-04,567.1375732421875,567.3499755859375,593.75,567.3499755859375,593.75,2110292
2024-06-05,547.195068359375,547.4000244140625,563.2000122070312,539.0,539.0,3165615
2024-06-06,573.53515625,573.75,574.75,552.6500244140625,558.0,2764976
2024-06-07,588.4796142578125,588.7000122070312,593.7000122070312,563.0,580.0,2140154
2024-06-10,616.5191040039062,616.75,618.0999755859375,585.7000122070312,587.7999877929688,2523126
2024-06-11,605.923095703125,606.1500244140625,628.1500244140625,602.7999877929688,619.5,1358342
2024-06-12,600.47509765625,600.7000122070312,617.0,596.9000244140625,608.0,997754
2024-06-13,614.4198608398438,614.6500244140625,617.0,593.0499877929688,604.4500122070312,1714290
2024-06-14,637.0114135742188,637.25,641.2000122070312,608.9000244140625,616.0,2364389
2024-06-18,662.3018798828125,662.5499877929688,668.0,640.0999755859375,642.0,3250348
2024-06-19,656.8040161132812,657.0499877929688,670.0,640.0,667.0,2086733
2024-06-20,650.3564453125,650.5999755859375,664.0,645.0,659.0,1147529
2024-06-21,656.6040649414062,656.8499755859375,664.7000122070312,639.25,653.0,3968077
2024-06-24,624.5160522460938,624.75,635.1500244140625,624.0,631.0,2792204
2024-06-25,627.5149536132812,627.75,641.9000244140625,620.0999755859375,633.4500122070312,943382
2024-06-26,618.0684814453125,618.2999877929688,632.4000244140625,612.0,632.4000244140625,683362
2024-06-27,592.8778686523438,593.0999755859375,620.2000122070312,587.4000244140625,619.7999877929688,1902812
2024-06-28,586.6802978515625,586.9000244140625,599.0,583.5999755859375,593.4000244140625,1566142
2024-07-01,614.0699462890625,614.2999877929688,616.2000122070312,587.5,587.9500122070312,1229532
2024-07-02,619.7178955078125,619.9500122070312,634.0,615.0,620.25,1142755
2024-07-03,617.3687133789062,617.5999755859375,624.5,613.9000244140625,623.9500122070312,721663
2024-07-04,628.0148315429688,628.25,634.0,616.8499755859375,620.9000244140625,1734727
2024-07-05,659.4030151367188,659.6500244140625,659.6500244140625,634.0,634.0,2051338
2024-07-08,692.3406982421875,692.5999755859375,692.5999755859375,692.5999755859375,692.5999755859375,381237
2024-07-09,726.9277954101562,727.2000122070312,727.2000122070312,727.2000122070312,727.2000122070312,359428
2024-07-10,721.4797973632812,721.75,747.7000122070312,696.75,745.0,9650607
2024-07-11,731.0261840820312,731.2999877929688,740.7999877929688,723.0999755859375,734.8499755859375,3419146
2024-07-12,717.6312255859375,717.9000244140625,744.5999755859375,709.7999877929688,736.0,2536413
2024-07-15,703.4365234375,703.7000122070312,730.0,702.0,729.7000122070312,1687218
2024-07-16,720.630126953125,720.9000244140625,730.0,701.2000122070312,709.9000244140625,2071718
2024-07-18,709.4842529296875,709.75,728.2999877929688,702.3499755859375,724.8499755859375,1680040
2024-07-19,690.1415405273438,690.4000244140625,716.7000122070312,687.2000122070312,710.0,1381482
2024-07-22,684.6935424804688,684.9500122070312,698.7000122070312,678.5999755859375,680.0999755859375,1785886
2024-07-23,668.8494873046875,669.0999755859375,698.0,650.7000122070312,686.4000244140625,2272662
2024-07-24,702.2869262695312,702.5499877929688,702.5499877929688,672.5,675.0,1219239
2024-07-25,730.5264282226562,730.7999877929688,733.6500244140625,696.0,709.0,4937679
2024-07-26,731.3760986328125,731.6500244140625,744.7999877929688,727.5,735.0499877929688,1901397
2024-07-29,734.4749145507812,734.75,744.0999755859375,725.0999755859375,738.0,1200483
2024-07-30,722.8792724609375,723.1500244140625,739.7000122070312,717.1500244140625,738.7000122070312,838466
2024-07-31,757.46630859375,757.75,759.2999877929688,714.0999755859375,730.0,5187354
2024-08-01,728.8770141601562,729.1500244140625,764.4000244140625,721.7999877929688,755.9500122070312,3123293
2024-08-02,719.9303588867188,720.2000122070312,740.0,708.0499877929688,715.0,1700314
2024-08-05,683.94384765625,684.2000122070312,700.0,684.2000122070312,690.9500122070312,1197032
2024-08-06,655.1546020507812,655.4000244140625,706.7999877929688,651.6500244140625,695.0,2167918
2024-08-07,681.74462890625,682.0,685.7000122070312,663.0,677.5,1230396
2024-08-08,680.0952758789062,680.3499755859375,710.7000122070312,670.5499877929688,683.2000122070312,2396984
2024-08-09,688.592041015625,688.8499755859375,703.0,685.2000122070312,688.7000122070312,1154866
2024-08-12,685.2932739257812,685.5499877929688,706.9000244140625,678.5,688.0,1283065
2024-08-13,682.7442626953125,683.0,699.0,675.25,687.5,1860939
2024-08-14,673.0478515625,673.2999877929688,705.2000122070312,667.0999755859375,687.7999877929688,4391478
2024-08-16,679.8453979492188,680.0999755859375,693.9000244140625,674.2000122070312,690.0,1634606
2024-08-19,680.9449462890625,681.2000122070312,688.2999877929688,677.5999755859375,688.0,913077
2024-08-20,678.69580078125,678.9500122070312,686.0,676.0,685.5,736715
2024-08-21,697.7387084960938,698.0,718.8499755859375,681.0499877929688,682.0,4927442
2024-08-22,687.742431640625,688.0,703.0,683.0,702.5,1768261
2024-08-23,699.637939453125,699.9000244140625,705.0,685.9000244140625,691.0,2317923
2024-08-26,692.8905029296875,693.1500244140625,714.0,691.5,712.9500122070312,1676989
2024-08-27,684.293701171875,684.5499877929688,702.0,682.0,702.0,1122901
2024-08-28,673.44775390625,673.7000122070312,697.0,670.0,690.0,1228760
2024-08-29,674.4973754882812,674.75,686.0,668.0999755859375,680.0,2104619
2024-08-30,677.1464233398438,677.4000244140625,680.9500122070312,668.0,680.0,793760
2024-09-02,661.7021484375,661.9500122070312,687.2000122070312,660.2999877929688,680.9000244140625,1352951
2024-09-03,659.5029907226562,659.75,669.0,656.0,668.0,714120
2024-09-04,649.5067138671875,649.75,666.0,647.0499877929688,656.0,1121830
2024-09-05,646.3079223632812,646.5499877929688,657.2000122070312,642.0,657.2000122070312,1108431
2024-09-06,623.1666259765625,623.4000244140625,648.0,620.0,646.0,1209714
2024-09-09,615.5194091796875,615.75,625.0,605.5,623.0,1610991
2024-09-10,634.9121704101562,635.1500244140625,640.25,617.75,618.4000244140625,1444502
2024-09-11,612.3206176757812,612.5499877929688,634.8499755859375,606.9500122070312,634.8499755859375,1305799
2024-09-12,613.2703247070312,613.5,622.7000122070312,608.5,616.9000244140625,1188627
2024-09-13,616.9689331054688,617.2000122070312,630.5,615.0,615.4000244140625,921093
2024-09-16,610.771240234375,611.0,622.0,608.4000244140625,617.25,974736
2024-09-17,599.0756225585938,599.2999877929688,614.9000244140625,595.7999877929688,614.9000244140625,1357304
2024-09-18,588.9794311523438,589.2000122070312,606.2999877929688,582.7999877929688,600.0,1236466
2024-09-19,573.4825439453125,573.5999755859375,598.5,569.7000122070312,595.25,1228448
2024-09-20,595.927978515625,596.0499877929688,604.9500122070312,575.7000122070312,578.5,1879450
2024-09-23,593.6784057617188,593.7999877929688,604.7000122070312,592.2000122070312,600.9000244140625,847709
2024-09-24,583.1805419921875,583.2999877929688,597.5,579.5499877929688,590.0499877929688,1073456
2024-09-25,567.5838012695312,567.7000122070312,584.4500122070312,565.0,583.2999877929688,1150191
2024-09-26,592.4786376953125,592.5999755859375,624.4500122070312,568.3499755859375,573.2999877929688,7411272
2024-09-27,581.6808471679688,581.7999877929688,596.7000122070312,578.5999755859375,594.0,1217419
2024-09-30,577.1817626953125,577.2999877929688,586.5,566.9000244140625,586.25,1623280
2024-10-01,567.5838012695312,567.7000122070312,589.0499877929688,566.0,583.2000122070312,1068308
2024-10-03,559.1854858398438,559.2999877929688,572.5,553.0,560.25,1303750
2024-10-04,554.4364624023438,554.5499877929688,573.9000244140625,551.0,566.0,1957553
2024-10-07,518.5938110351562,518.7000122070312,558.7999877929688,515.0,555.75,1424607
2024-10-08,547.3878784179688,547.5,555.0,509.54998779296875,515.0,1975313
2024-10-09,558.8855590820312,559.0,576.7999877929688,546.0499877929688,549.5,1717936
2024-10-10,558.0357666015625,558.1500244140625,566.9000244140625,553.2999877929688,562.4500122070312,1021269
2024-10-11,569.3334350585938,569.4500122070312,574.2999877929688,553.2000122070312,556.9500122070312,1085368
2024-10-14,560.6851806640625,560.7999877929688,571.9500122070312,556.4500122070312,571.0,743575
2024-10-15,561.385009765625,561.5,565.9500122070312,555.1500244140625,560.4500122070312,751289
2024-10-16,554.6864013671875,554.7999877929688,571.0999755859375,551.25,560.7999877929688,884906
2024-10-17,538.3897705078125,538.5,555.7000122070312,536.5499877929688,554.7999877929688,656182
2024-10-18,540.139404296875,540.25,547.4500122070312,526.6500244140625,536.0,859926
2024-10-21,520.5433959960938,520.6500244140625,543.2000122070312,518.6500244140625,541.0,947078
2024-10-22,486.35040283203125,486.45001220703125,522.9000244140625,483.20001220703125,522.9000244140625,1929361
2024-10-23,484.0008850097656,484.1000061035156,498.75,476.1000061035156,490.04998779296875,1367712
2024-10-24,478.40203857421875,478.5,493.20001220703125,474.79998779296875,489.0,1396105
2024-10-25,465.1547546386719,465.25,486.0,455.70001220703125,481.95001220703125,1564982
2024-10-28,481.80133056640625,481.8999938964844,489.3999938964844,464.20001220703125,475.0,1201316
2024-10-29,492.4491271972656,492.54998779296875,497.3999938964844,471.1000061035156,478.5,1132376
2024-10-30,499.2977600097656,499.3999938964844,511.5,486.95001220703125,488.5,1478051
2024-10-31,499.6976623535156,499.79998779296875,504.79998779296875,492.8500061035156,495.1000061035156,1155175
2024-11-01,500.5975036621094,500.70001220703125,504.8999938964844,498.0,504.0,345781
2024-11-04,484.0508728027344,484.1499938964844,499.95001220703125,480.0,497.54998779296875,749923
2024-11-05,495.64849853515625,495.75,499.0,478.0,478.0,1066553
2024-11-06,495.7984619140625,495.8999938964844,504.45001220703125,492.0,500.45001220703125,986932
2024-11-07,535.790283203125,535.9000244140625,569.5999755859375,492.6000061035156,493.95001220703125,26645059
2024-11-08,525.0924682617188,525.2000122070312,547.6500244140625,520.0,535.1500244140625,4836967
2024-11-11,527.2920532226562,527.4000244140625,557.7000122070312,511.8999938964844,521.0,6759355
2024-11-12,536.1401977539062,536.25,555.5499877929688,522.5999755859375,530.0499877929688,4733745
2024-11-13,506.4462890625,506.54998779296875,544.7000122070312,501.75,530.7999877929688,3078510
2024-11-14,510.84539794921875,510.95001220703125,534.0,506.1000061035156,510.70001220703125,4337575
2024-11-18,545.288330078125,545.4000244140625,552.7000122070312,477.0,484.04998779296875,11039748
2024-11-19,539.1895751953125,539.2999877929688,560.0,534.0999755859375,550.9000244140625,5338981
2024-11-21,527.8919067382812,528.0,547.6500244140625,525.2000122070312,534.0,2867086
2024-11-22,586.6798706054688,586.7999877929688,594.4000244140625,518.5,531.1500244140625,12060786
2024-11-25,596.9777221679688,597.0999755859375,620.7000122070312,593.0,610.0,9259313
2024-11-26,616.57373046875,616.7000122070312,632.0,593.0499877929688,601.7000122070312,5334594
2024-11-27,612.274658203125,612.4000244140625,628.9000244140625,608.0999755859375,620.0,2852655
2024-11-28,614.7741088867188,614.9000244140625,623.7999877929688,604.3499755859375,612.0,2512265
2024-11-29,610.824951171875,610.9500122070312,620.75,607.4000244140625,612.0,2046332
2024-12-02,636.5196533203125,636.6500244140625,642.0,607.0,608.0,5354759
2024-12-03,631.3207397460938,631.4500122070312,645.5,627.2000122070312,639.0,2147054
2024-12-04,709.2547607421875,709.4000244140625,728.7000122070312,626.8499755859375,631.5,31479900
2024-12-05,705.255615234375,705.4000244140625,737.2000122070312,701.2000122070312,716.5499877929688,12644807
2024-12-06,720.75244140625,720.9000244140625,736.0,701.6500244140625,712.0,7414938
2024-12-09,710.2045288085938,710.3499755859375,727.9000244140625,708.0499877929688,725.9500122070312,2195529
2024-12-10,715.153564453125,715.2999877929688,747.2999877929688,705.0499877929688,710.3499755859375,8285293
2024-12-11,780.240234375,780.4000244140625,796.7000122070312,719.0,719.0,31005827
2024-12-12,763.9935913085938,764.1500244140625,792.0,760.0499877929688,781.9000244140625,7800471
2024-12-13,786.9888916015625,787.1500244140625,804.4000244140625,742.0999755859375,756.0,13049871
2024-12-16,781.5399780273438,781.7000122070312,809.7999877929688,777.0499877929688,781.9000244140625,7588279
2024-12-17,777.4407958984375,777.5999755859375,802.5,773.2000122070312,779.0,5100628
2024-12-18,781.6898803710938,781.8499755859375,807.5,774.0,781.5,13747276
2024-12-19,760.7442626953125,760.9000244140625,782.9500122070312,757.4500122070312,759.0,4808529
2024-12-20,740.0484619140625,740.2000122070312,788.0,736.8499755859375,765.0999755859375,7201613
2024-12-23,730.3504638671875,730.5,757.0,727.25,749.0,3139803
2024-12-24,729.6005859375,729.75,748.0,722.4500122070312,734.7999877929688,2206677
2024-12-26,715.6534423828125,715.7999877929688,735.7000122070312,709.0999755859375,734.75,3173602
2024-12-27,737.049072265625,737.2000122070312,745.7000122070312,708.2000122070312,720.0,4681367
2024-12-30,714.4536743164062,714.5999755859375,746.7000122070312,709.6500244140625,738.0,2628679
2024-12-31,719.052734375,719.2000122070312,724.7000122070312,706.6500244140625,710.0,2034468
2025-01-01,719.652587890625,719.7999877929688,738.4000244140625,718.25,722.0,1926380
2025-01-02,742.4979858398438,742.6500244140625,756.4000244140625,719.0,724.7999877929688,5307966
2025-01-03,754.7454833984375,754.9000244140625,771.4000244140625,741.7999877929688,745.25,4879742
2025-01-06,697.7070922851562,697.8499755859375,756.6500244140625,693.5499877929688,755.0499877929688,4117595
2025-01-07,726.1513061523438,726.2999877929688,733.2999877929688,701.3499755859375,701.3499755859375,3454109
2025-01-08,696.707275390625,696.8499755859375,725.4000244140625,686.6500244140625,724.9000244140625,2989031
2025-01-09,673.412109375,673.5499877929688,702.7000122070312,670.7999877929688,698.0,1808124
2025-01-10,649.3670043945312,649.5,676.75,643.3499755859375,673.7000122070312,2430855
2025-01-13,601.3768310546875,601.5,646.2999877929688,596.0999755859375,636.0,2989250
2025-01-14,639.3690795898438,639.5,644.9000244140625,608.0,608.0,4045780
2025-01-15,647.8673095703125,648.0,662.5999755859375,636.3499755859375,644.7999877929688,3735978
2025-01-16,684.5098266601562,684.6500244140625,688.9500122070312,656.9500122070312,670.0499877929688,4370004
2025-01-17,684.8097534179688,684.9500122070312,702.0,667.0,692.0,4963286
2025-01-20,639.1690673828125,639.2999877929688,689.7999877929688,636.1500244140625,689.7999877929688,4211724
2025-01-21,629.37109375,629.5,646.1500244140625,625.0,640.4500122070312,2514460
2025-01-22,610.175048828125,610.2999877929688,630.4000244140625,597.0499877929688,630.0,2665144
2025-01-23,599.02734375,599.1500244140625,617.3499755859375,593.8499755859375,603.0,1496619
2025-01-24,589.3793334960938,589.5,612.9500122070312,583.1500244140625,600.5999755859375,2630480
2025-01-27,536.2401733398438,536.3499755859375,570.0,533.2000122070312,566.3499755859375,3518593
2025-01-28,529.9414672851562,530.0499877929688,548.4000244140625,512.0999755859375,535.9000244140625,3721179
2025-01-29,555.5862426757812,555.7000122070312,579.0,533.5499877929688,542.6500244140625,5185016
2025-01-30,533.940673828125,534.0499877929688,562.5,531.3499755859375,555.75,1558465
2025-01-31,551.2371215820312,551.3499755859375,556.5,528.6500244140625,537.0,1765948
2025-02-01,564.2344360351562,564.3499755859375,573.7999877929688,545.4000244140625,551.3499755859375,2327042
2025-02-03,543.5386962890625,543.6500244140625,551.0,532.0499877929688,548.1500244140625,1382911
2025-02-04,536.7901000976562,536.9000244140625,557.8499755859375,535.0999755859375,548.25,1139985
2025-02-05,546.4381103515625,546.5499877929688,556.75,539.9000244140625,540.0,1028401
2025-02-06,543.438720703125,543.5499877929688,551.6500244140625,535.4000244140625,546.4500122070312,1195166
2025-02-07,541.1891479492188,541.2999877929688,547.2000122070312,533.9000244140625,545.0,1145534
2025-02-10,517.593994140625,517.7000122070312,538.5999755859375,515.9000244140625,537.25,1287847
2025-02-11,481.90130615234375,482.0,521.75,476.6000061035156,519.5,3198630
2025-02-12,485.8005065917969,485.8999938964844,495.70001220703125,460.6499938964844,483.79998779296875,2671412
2025-02-13,482.4512023925781,482.54998779296875,494.54998779296875,476.1000061035156,488.5,1817563
2025-02-14,439.1100769042969,439.20001220703125,481.54998779296875,435.1000061035156,481.54998779296875,3545322
2025-02-17,441.5595703125,441.6499938964844,463.0,429.3500061035156,445.0,6121873
2025-02-18,412.06561279296875,412.1499938964844,446.79998779296875,398.8500061035156,442.54998779296875,6328613
2025-02-19,434.4610290527344,434.54998779296875,458.3500061035156,402.79998779296875,408.5,7428065
2025-02-20,443.4092102050781,443.5,449.0,428.04998779296875,432.0,2362552
2025-02-21,430.1618957519531,430.25,480.6499938964844,424.8500061035156,443.54998779296875,9544957
2025-02-24,429.56201171875,429.6499938964844,437.75,416.79998779296875,425.04998779296875,2401572
2025-02-25,430.4618225097656,430.54998779296875,440.70001220703125,425.29998779296875,425.29998779296875,2215111
2025-02-27,418.7142333984375,418.79998779296875,432.70001220703125,410.45001220703125,429.0,2188603
2025-02-28,407.9164733886719,408.0,416.5,397.95001220703125,410.8999938964844,3063974
2025-03-03,407.5665283203125,407.6499938964844,417.25,385.79998779296875,413.20001220703125,2951057
2025-03-04,427.8123779296875,427.8999938964844,431.54998779296875,398.3999938964844,403.0,3217529
2025-03-05,439.85992431640625,439.95001220703125,446.20001220703125,426.1000061035156,427.54998779296875,2168602
2025-03-06,447.3083801269531,447.3999938964844,456.25,436.29998779296875,444.0,3063529
2025-03-07,445.2588195800781,445.3500061035156,462.45001220703125,442.79998779296875,446.0,2351141
2025-03-10,427.0625305175781,427.1499938964844,449.8500061035156,424.0,445.25,1552579
2025-03-11,413.31536865234375,413.3999938964844,424.6000061035156,408.45001220703125,422.6499938964844,2139604
2025-03-12,405.1670227050781,405.25,422.0,403.25,417.1000061035156,1452465
2025-03-13,398.01849365234375,398.1000061035156,414.0,396.1000061035156,406.20001220703125,1633442
2025-03-17,394.2192687988281,394.29998779296875,408.95001220703125,392.04998779296875,401.3500061035156,1873935
2025-03-18,394.2192687988281,394.29998779296875,394.29998779296875,394.29998779296875,394.29998779296875,0
2025-03-19,422.363525390625,422.45001220703125,432.3500061035156,412.75,412.75,2767654
2025-03-20,420.3139343261719,420.3999938964844,435.79998779296875,414.79998779296875,425.25,2496401
2025-03-21,443.5591735839844,443.6499938964844,447.20001220703125,420.3999938964844,422.8999938964844,3721593
2025-03-24,472.7532043457031,472.8500061035156,487.8999938964844,440.95001220703125,447.1000061035156,10319512
2025-03-25,444.1590576171875,444.25,478.95001220703125,440.1000061035156,477.0,4934650
2025-03-26,429.3620910644531,429.45001220703125,453.8999938964844,426.3999938964844,445.5,3238193
2025-03-27,442.35943603515625,442.45001220703125,445.0,421.0,429.0,4683521
2025-03-28,430.1119384765625,430.20001220703125,452.8999938964844,426.3500061035156,447.04998779296875,2120457
2025-04-01,432.21148681640625,432.29998779296875,437.3999938964844,425.0,426.1000061035156,1285889
2025-04-02,437.21044921875,437.29998779296875,444.0,423.25,434.0,1742993
2025-04-03,442.35943603515625,442.45001220703125,449.6000061035156,430.1000061035156,430.1000061035156,1885065
2025-04-04,418.5143127441406,418.6000061035156,442.25,413.45001220703125,440.95001220703125,2091947
2025-04-07,383.071533203125,383.1499938964844,392.79998779296875,362.20001220703125,362.20001220703125,3489044
2025-04-08,396.7687683105469,396.8500061035156,402.54998779296875,389.29998779296875,394.5,1982645
2025-04-09,394.91912841796875,395.0,398.29998779296875,384.0,395.0,1704430
2025-04-11,396.8687438964844,396.95001220703125,408.95001220703125,395.8500061035156,406.0,1655827
2025-04-15,413.8652648925781,413.95001220703125,418.3999938964844,400.5,405.0,2406129
2025-04-16,432.01153564453125,432.1000061035156,441.3999938964844,415.29998779296875,416.5,4788056
2025-04-17,429.21209716796875,429.29998779296875,441.75,425.25,430.8500061035156,2076035
