date_,adj close_aparinds.ns,close_aparinds.ns,high_aparinds.ns,low_aparinds.ns,open_aparinds.ns,volume_aparinds.ns
2025-05-07,5734.05126953125,5768.0,5788.5,5435.0,5450.0,85759
2025-05-08,5995.50341796875,6031.0,6399.0,5809.5,5810.0,761697
2025-05-09,6056.14404296875,6092.0,6203.0,5840.0,5850.0,171961
2025-05-12,6263.4169921875,6300.5,6473.5,6234.0,6320.0,207986
2025-05-13,6472.67822265625,6511.0,6530.0,6306.5,6350.0,162571
2025-05-14,6886.7265625,6927.5,7085.5,6481.0,6589.5,364668
2025-05-15,7894.26171875,7941.0,8100.0,7051.5,7148.5,670949
2025-05-16,8179.572265625,8228.0,8399.0,7703.0,7950.0,331664
2025-05-19,7769.9970703125,7816.0,8200.0,7790.0,8200.0,160266
2025-05-20,7393.22802734375,7437.0,7948.5,7361.5,7890.0,149991
2025-05-21,7446.91015625,7491.0,7668.0,7353.0,7490.0,82749
2025-05-22,7600.00390625,7645.0,7669.0,7425.0,7495.0,55869
2025-05-23,7711.84130859375,7757.5,7997.0,7586.5,7666.0,109372
2025-05-26,7577.13916015625,7622.0,7848.0,7581.0,7761.0,75562
2025-05-27,7600.99755859375,7646.0,7757.0,7605.5,7739.0,30346
2025-05-28,7792.86181640625,7839.0,7899.0,7630.5,7650.0,78072
2025-05-29,7954.4052734375,8001.5,8050.0,7833.5,7900.0,63510
2025-05-30,8066.2431640625,8114.0,8194.0,8036.0,8050.0,73555
2025-06-02,8013.05810546875,8060.5,8180.0,8005.0,8150.0,34817
2025-06-03,7916.62890625,7963.5,8240.0,7880.0,8132.5,52955
2025-06-04,7899.23193359375,7946.0,8017.0,7851.0,7900.0,36461
2025-06-05,8003.1171875,8050.5,8118.0,7930.0,8015.5,37589
2025-06-06,8056.30224609375,8104.0,8145.0,7905.0,8057.0,58731
2025-06-09,8137.8193359375,8186.0,8350.0,8156.0,8300.0,60678
2025-06-10,8109.4873046875,8157.5,8248.0,7992.0,8200.0,47134
2025-06-11,8083.64013671875,8131.5,8181.5,7960.0,8158.0,46314
2025-06-12,7943.47021484375,7990.5,8248.0,7925.5,8229.5,64376
2025-06-13,7849.029296875,7895.5,7950.0,7685.0,7785.5,91404
2025-06-16,7690.96533203125,7736.5,7888.0,7702.5,7849.5,42777
2025-06-17,7934.52294921875,7981.5,8063.0,7784.0,7800.0,95361
2025-06-18,7922.59375,7969.5,8055.0,7805.0,8030.5,43265
2025-06-19,7715.81787109375,7761.5,7979.0,7643.5,7967.0,45387
2025-06-20,7872.39111328125,7919.0,7999.0,7651.5,7710.5,48502
2025-06-23,7802.30615234375,7848.5,7930.0,7795.5,7819.0,39402
2025-06-24,7830.63818359375,7877.0,8044.0,7843.0,7915.0,47517
2025-06-25,8035.42578125,8083.0,8174.5,7918.0,7925.0,74753
2025-06-26,8620.958984375,8672.0,8860.0,8097.0,8097.0,530230
2025-06-27,8388.3359375,8438.0,9023.0,8400.0,8800.0,343698
2025-06-30,8670.16796875,8721.5,8757.0,8474.0,8479.0,129626
2025-07-01,8708.9384765625,8760.5,8879.5,8696.0,8850.0,100132
2025-07-02,8788.9638671875,8841.0,8895.0,8633.5,8839.5,82973
2025-07-03,8868.4931640625,8921.0,9005.0,8850.0,8895.0,81456
2025-07-04,8573.73828125,8624.5,8951.5,8505.0,8921.0,91487
2025-07-07,8493.2158203125,8543.5,8700.0,8470.0,8650.0,46853
2025-07-08,8569.2646484375,8620.0,8649.0,8450.5,8596.5,47116
2025-07-09,8756.158203125,8808.0,8880.5,8586.5,8590.0,69324
2025-07-10,8847.6171875,8900.0,8975.0,8850.5,8874.0,52812
2025-07-11,8620.4619140625,8671.5,8964.0,8590.0,8899.5,66804
2025-07-14,8684.58203125,8736.0,8799.5,8663.0,8671.0,29532
2025-07-15,8987.2900390625,9040.5,9090.0,8752.5,8800.0,75989
2025-07-16,8959.9521484375,9013.0,9250.0,8982.5,9085.5,99939
2025-07-17,8807.35546875,8859.5,9069.0,8794.0,9069.0,43948
2025-07-18,8849.60546875,8902.0,8995.0,8760.0,8903.0,52067
2025-07-21,9203.509765625,9258.0,9312.0,8899.0,8899.0,160740
2025-07-22,9133.921875,9188.0,9370.0,9111.5,9330.0,86182
2025-07-23,9081.234375,9135.0,9274.0,9031.5,9249.0,61373
2025-07-24,9092.1689453125,9146.0,9202.0,9075.0,9170.0,38576
2025-07-25,8928.6376953125,8981.5,9175.0,8849.5,9175.0,60660
2025-07-28,8614.0,8665.0,9100.0,8604.0,8940.0,70760
2025-07-29,9681.5,9681.5,9855.0,8501.0,8650.0,1057407
2025-07-30,9669.5,9669.5,9905.0,9425.0,9710.0,419566
2025-07-31,8907.5,8907.5,9587.5,8830.0,9405.0,339981
2025-08-01,8782.5,8782.5,8925.0,8684.5,8900.0,117069
2025-08-04,8965.0,8965.0,9074.5,8646.0,8819.5,124957
2025-08-05,8949.5,8949.5,9079.5,8880.0,8962.5,63694
2025-08-06,8887.5,8887.5,9027.0,8830.0,9027.0,60665
2025-08-07,8689.0,8689.0,8858.0,8468.0,8858.0,97741
2025-08-08,8696.5,8696.5,8767.0,8560.0,8700.0,55841
2025-08-11,8719.5,8719.5,8828.0,8630.0,8699.0,45807
2025-08-12,8813.5,8813.5,8845.0,8605.0,8750.0,49543
2025-08-13,8748.5,8748.5,8850.0,8715.5,8840.0,31794
2025-08-14,8565.5,8565.5,8894.5,8525.0,8779.5,49467
2025-08-18,8476.5,8476.5,8683.5,8428.0,8629.5,58260
2025-08-19,8428.5,8428.5,8531.0,8384.5,8499.0,46335
2025-08-20,8353.5,8353.5,8525.0,8330.0,8429.0,162796
2025-08-21,8225.5,8225.5,8540.0,8198.5,8393.0,91706
2025-08-22,8194.5,8194.5,8346.5,8173.0,8277.5,59959
2025-08-25,8095.5,8095.5,8268.5,8059.5,8250.0,58903
2025-08-26,7881.5,7881.5,8099.0,7851.0,8050.0,57333
2025-08-28,7730.5,7730.5,7903.5,7702.5,7830.5,66842
2025-08-29,7732.0,7732.0,7849.0,7692.5,7775.5,42811
2025-09-01,7802.0,7802.0,7820.0,7701.5,7798.0,35707
2025-09-02,7875.5,7875.5,7900.0,7774.5,7857.0,52512
2025-09-03,7862.5,7862.5,7985.0,7840.0,7929.0,52992
2025-09-04,7897.0,7897.0,8019.5,7860.0,7909.5,51277
2025-09-05,7775.0,7775.0,7953.5,7751.0,7926.0,28857
2025-09-08,7822.0,7822.0,7900.0,7710.5,7775.0,38176
2025-09-09,7949.5,7949.5,7973.5,7793.5,7876.5,69763
2025-09-10,8493.0,8493.0,8530.0,7981.5,7981.5,322369
2025-09-11,8471.5,8471.5,8589.5,8385.0,8468.0,76037
2025-09-12,8630.0,8630.0,8648.5,8423.0,8484.0,90541
2025-09-15,8575.5,8575.5,8710.0,8535.5,8640.0,34311
2025-09-16,8632.5,8632.5,8655.0,8548.5,8590.0,24287
2025-09-17,8943.0,8943.0,8989.0,8660.0,8725.0,117420
2025-09-18,8943.0,8943.0,8975.0,8850.0,8944.5,40116
2025-09-19,8847.0,8847.0,8979.0,8705.5,8942.0,60133
2025-09-22,8715.5,8715.5,8916.5,8700.0,8800.0,64446
2025-09-23,8676.0,8676.0,8766.0,8655.0,8725.0,23495
2025-09-24,8758.5,8758.5,8787.0,8610.0,8680.0,32160
2025-09-25,8734.5,8734.5,8832.0,8676.5,8754.0,26158
2025-09-26,8360.5,8360.5,8692.5,8273.5,8630.0,67095
2025-09-29,8357.0,8357.0,8462.5,8256.5,8350.5,46858
2025-09-30,8186.0,8186.0,8398.5,8054.5,8370.0,105547
2025-10-01,8216.0,8216.0,8261.0,8110.0,8154.5,19321
2025-10-03,8411.5,8411.5,8450.0,8204.5,8253.5,30592
2025-10-06,8474.5,8474.5,8490.0,8325.0,8413.5,24426
2025-10-07,8530.5,8530.5,8580.0,8424.0,8481.0,31560
2025-10-08,8549.5,8549.5,8584.5,8380.5,8530.0,32728
2025-10-09,8469.0,8469.0,8530.0,8326.0,8505.5,48957
2025-10-10,8385.0,8385.0,8573.0,8364.0,8437.0,25839
2025-10-13,8509.0,8509.0,8545.0,8261.5,8365.0,37305
2025-10-14,8505.0,8505.0,8620.0,8353.0,8509.0,45305
2025-10-15,8355.5,8355.5,8505.0,8312.0,8505.0,202851
2025-10-16,8784.5,8784.5,8925.0,8335.0,8355.5,201729
2025-10-17,8690.0,8690.0,8874.0,8660.0,8824.0,48719
2025-10-20,8566.0,8566.0,8699.5,8531.5,8690.0,43984
2025-10-21,8584.0,8584.0,8695.0,8500.0,8638.5,8604
2025-10-23,8642.5,8642.5,8848.0,8575.0,8700.0,60087
2025-10-24,8733.5,8733.5,8820.0,8659.0,8735.0,42387
2025-10-27,8991.0,8991.0,9051.0,8725.0,8749.0,134959
2025-10-28,9107.5,9107.5,9193.0,8951.0,9100.0,163237
2025-10-29,9462.0,9462.0,9600.0,8926.5,9291.0,713038
2025-10-30,9251.5,9251.5,9585.0,9195.0,9585.0,168767
2025-10-31,8671.0,8671.0,9300.0,8622.0,9248.0,299900
2025-11-03,8539.5,8539.5,8829.0,8350.0,8676.0,169961
2025-11-04,8338.5,8338.5,8550.0,8293.5,8540.0,88204
2025-11-05,8338.5,8338.5,8338.5,8338.5,8338.5,0
2025-11-06,8404.0,8404.0,8500.0,8330.0,8352.0,43930
2025-11-07,8280.5,8280.5,8438.5,8221.0,8415.0,78195
2025-11-10,8280.0,8280.0,8326.0,8202.0,8270.0,36161
2025-11-11,8531.0,8531.0,8573.5,8165.0,8354.5,104947
2025-11-12,8980.0,8980.0,9159.5,8554.5,8600.0,319924
2025-11-13,8874.5,8874.5,9043.5,8783.5,9010.0,71965
2025-11-14,9071.0,9071.0,9109.0,8830.0,8880.0,76575
2025-11-17,9230.5,9230.5,9300.0,9085.5,9143.0,61576
2025-11-18,9317.0,9317.0,9393.0,9086.0,9220.5,90824
2025-11-19,9335.0,9335.0,9433.0,9240.0,9240.0,41507
2025-11-20,9231.5,9231.5,9395.0,9164.5,9390.0,49193
2025-11-21,9163.0,9163.0,9218.0,9005.5,9198.5,78581
2025-11-24,8892.5,8892.5,9165.5,8837.5,9163.0,68259
2025-11-25,8932.0,8932.0,9019.5,8861.5,8961.0,31727
2025-11-26,9156.5,9156.5,9176.0,8908.5,8915.0,34440
2025-11-27,9145.5,9145.5,9333.5,9115.0,9250.5,44432
2025-11-28,9159.5,9159.5,9449.5,9116.0,9245.0,91901
2025-12-01,8975.0,8975.0,9232.5,8950.5,9232.5,35099
2025-12-02,8901.0,8901.0,9054.0,8801.0,8965.0,56444
2025-12-03,8719.0,8719.0,8940.0,8635.0,8919.0,64570
2025-12-04,8847.5,8847.5,8930.0,8714.0,8720.5,36167
2025-12-05,8899.0,8899.0,8920.0,8755.0,8885.5,28624
2025-12-08,8643.0,8643.0,8895.5,8605.5,8895.5,51511
2025-12-09,8783.5,8783.5,8830.0,8490.0,8637.5,31491
2025-12-10,8815.5,8815.5,8840.0,8608.0,8750.0,30450
2025-12-11,8987.0,8987.0,9044.0,8700.0,8771.5,48646
2025-12-12,9023.5,9023.5,9110.0,8930.0,8948.5,30985
2025-12-15,9090.5,9090.5,9125.0,8950.0,8950.0,22684
2025-12-16,8937.5,8937.5,9124.0,8915.0,9066.0,40775
2025-12-17,8794.0,8794.0,8990.0,8762.5,8974.5,33886
2025-12-18,8608.5,8608.5,8794.0,8565.0,8794.0,35357
2025-12-19,8757.5,8757.5,8850.0,8523.5,8670.0,105070
2025-12-22,8870.5,8870.5,9095.0,8816.0,8869.0,52661
2025-12-23,8891.5,8891.5,8972.0,8845.5,8950.0,41820
2025-12-24,8690.0,8690.0,8925.0,8666.0,8925.0,61120
2025-12-25,8690.0,8690.0,8690.0,8690.0,8690.0,0
2025-12-26,8625.0,8625.0,8688.0,8592.0,8688.0,33155
2025-12-29,8562.5,8562.5,8647.5,8530.5,8625.0,38225
2025-12-30,8384.0,8384.0,8560.0,8350.0,8560.0,45099
2025-12-31,8367.5,8367.5,8506.5,8350.0,8435.0,30526
2026-01-01,8327.5,8327.5,8455.0,8314.0,8424.0,17662
2026-01-02,8264.5,8264.5,8394.0,8245.0,8379.0,32960
2026-01-05,8172.5,8172.5,8293.0,8123.0,8268.0,59867
2026-01-06,8182.0,8182.0,8249.0,8076.0,8249.0,45881
2026-01-07,8184.0,8184.0,8295.0,8153.0,8182.0,63708
2026-01-08,8201.0,8201.0,8350.0,8109.0,8186.0,48370
2026-01-09,8188.0,8188.0,8255.0,8066.0,8152.0,42149
2026-01-12,7879.0,7879.0,8194.5,7788.0,8194.5,96571
2026-01-13,7651.5,7651.5,8004.5,7591.5,7877.0,94221
2026-01-14,7478.0,7478.0,7748.0,7430.0,7748.0,65098
2026-01-16,7410.5,7410.5,7550.0,7185.0,7550.0,90143
