date_,adj close_dabur.ns,close_dabur.ns,high_dabur.ns,low_dabur.ns,open_dabur.ns,volume_dabur.ns
2024-03-01,527.910888671875,541.0999755859375,544.9500122070312,538.1500244140625,538.1500244140625,762406
2024-03-04,524.2035522460938,537.2999877929688,539.7000122070312,531.7999877929688,538.0,2030164
2024-03-05,521.7156982421875,534.75,536.7999877929688,533.0499877929688,535.1500244140625,1464768
2024-03-06,518.544921875,531.5,536.0,528.25,534.7999877929688,1082367
2024-03-07,522.2034912109375,535.25,537.75,530.5,531.5,894981
2024-03-11,520.3986206054688,533.4000244140625,538.4000244140625,531.5999755859375,535.25,984138
2024-03-12,516.1058959960938,529.0,532.2999877929688,525.8499755859375,530.5499877929688,1011782
2024-03-13,507.27642822265625,519.9500122070312,531.4000244140625,515.7999877929688,529.5499877929688,2666699
2024-03-14,516.7400512695312,529.6500244140625,530.7999877929688,516.1500244140625,517.0,2047715
2024-03-15,513.715576171875,526.5499877929688,530.3499755859375,524.25,528.9500122070312,1710825
2024-03-18,510.83746337890625,523.5999755859375,526.5499877929688,521.0999755859375,526.5499877929688,1247334
2024-03-19,505.7154541015625,518.3499755859375,530.0,516.5499877929688,523.25,2071489
2024-03-20,507.5203857421875,520.2000122070312,521.2000122070312,512.0,518.3499755859375,925067
2024-03-21,511.178955078125,523.9500122070312,525.6500244140625,518.5,522.25,973386
2024-03-22,508.1056823730469,520.7999877929688,527.3499755859375,519.0,524.0,1072318
2024-03-26,508.3984069824219,521.0999755859375,522.25,512.5999755859375,512.5999755859375,1961179
2024-03-27,508.9350280761719,521.6500244140625,524.4000244140625,519.0999755859375,524.0,2638465
2024-03-28,510.3984680175781,523.1500244140625,526.0,517.75,522.0,2312982
2024-04-01,516.252197265625,529.1500244140625,530.5999755859375,523.5,523.5,847682
2024-04-02,518.6424560546875,531.5999755859375,532.5499877929688,527.6500244140625,529.1500244140625,1175093
2024-04-03,518.05712890625,531.0,532.4000244140625,528.5999755859375,530.9000244140625,1176084
2024-04-04,493.7152404785156,506.04998779296875,531.9500122070312,502.29998779296875,531.0,10445923
2024-04-05,495.5201416015625,507.8999938964844,510.0,504.0,510.0,7615006
2024-04-08,490.788330078125,503.04998779296875,509.8500061035156,502.20001220703125,508.04998779296875,3602540
2024-04-09,490.88592529296875,503.1499938964844,508.5,502.5,506.5,2217268
2024-04-10,493.9103698730469,506.25,506.95001220703125,502.25,505.0,1978008
2024-04-12,488.3981018066406,500.6000061035156,507.6499938964844,499.1000061035156,507.0,4166549
2024-04-15,483.1297302246094,495.20001220703125,497.0,489.20001220703125,495.8999938964844,3600795
2024-04-16,491.61767578125,503.8999938964844,505.6000061035156,492.3500061035156,495.20001220703125,2928056
2024-04-18,491.5688781738281,503.8500061035156,507.95001220703125,501.0,505.75,2604037
2024-04-19,491.91033935546875,504.20001220703125,505.79998779296875,496.04998779296875,501.6000061035156,2183936
2024-04-22,493.81280517578125,506.1499938964844,508.0,503.29998779296875,507.3999938964844,1208372
2024-04-23,494.7884521484375,507.1499938964844,510.45001220703125,505.20001220703125,507.1000061035156,1904186
2024-04-24,497.03240966796875,509.45001220703125,510.29998779296875,507.6499938964844,509.8999938964844,1855798
2024-04-25,494.10552978515625,506.45001220703125,510.25,504.1499938964844,509.5,1022931
2024-04-26,496.5933532714844,509.0,511.54998779296875,505.29998779296875,507.3500061035156,1372205
2024-04-29,494.34942626953125,506.70001220703125,512.7999877929688,506.0,512.4000244140625,1373441
2024-04-30,495.3738098144531,507.75,512.4000244140625,505.1499938964844,509.0,2092290
2024-05-02,512.4959716796875,525.2999877929688,536.0499877929688,508.0,508.0,7092006
2024-05-03,518.788818359375,531.75,538.0,524.0,536.25,7008370
2024-05-06,517.8619995117188,530.7999877929688,535.5,524.25,535.0,3172072
2024-05-07,544.8380126953125,558.4500122070312,566.9000244140625,531.2999877929688,533.5499877929688,14721222
2024-05-08,543.0330810546875,556.5999755859375,561.9500122070312,554.0999755859375,558.4500122070312,4085815
2024-05-09,539.3257446289062,552.7999877929688,564.9500122070312,550.4500122070312,556.5999755859375,5305923
2024-05-10,537.37451171875,550.7999877929688,551.9500122070312,540.3499755859375,550.9500122070312,2521438
2024-05-13,536.837890625,550.25,553.2000122070312,543.7000122070312,550.7999877929688,3067643
2024-05-14,541.0330810546875,554.5499877929688,562.7000122070312,550.25,550.25,2872594
2024-05-15,532.545166015625,545.8499755859375,555.0,543.0,554.5499877929688,2436198
2024-05-16,528.8377685546875,542.0499877929688,549.4000244140625,534.7000122070312,547.6500244140625,3864351
2024-05-17,522.7401123046875,535.7999877929688,544.0,535.0,543.2000122070312,1642503
2024-05-21,526.2035522460938,539.3499755859375,541.0,533.5999755859375,538.0999755859375,1388390
2024-05-22,540.4964599609375,554.0,555.9000244140625,538.7999877929688,543.0,4319988
2024-05-23,546.3013916015625,559.9500122070312,562.0,551.6500244140625,556.0,2924910
2024-05-24,544.4965209960938,558.0999755859375,564.9000244140625,554.0499877929688,559.0,2805803
2024-05-27,553.5698852539062,567.4000244140625,571.0,559.7999877929688,559.8499755859375,3169943
2024-05-28,556.8870849609375,570.7999877929688,578.9000244140625,564.5499877929688,570.0,4429603
2024-05-29,541.9111328125,555.4500122070312,570.7999877929688,553.0499877929688,570.7999877929688,2620387
2024-05-30,537.7159423828125,551.1500244140625,557.4000244140625,549.3499755859375,555.4500122070312,1591522
2024-05-31,531.8134155273438,545.0999755859375,554.5,540.5499877929688,552.0499877929688,11192196
2024-06-03,531.5208129882812,544.7999877929688,561.2000122070312,543.0,560.0,2836670
2024-06-04,564.1066284179688,578.2000122070312,584.4500122070312,536.75,548.4500122070312,17458506
2024-06-05,585.619140625,600.25,633.4000244140625,584.5,585.0,21568184
2024-06-06,582.6434936523438,597.2000122070312,605.2999877929688,582.0499877929688,600.25,7598586
2024-06-07,598.1559448242188,613.0999755859375,614.7999877929688,598.1500244140625,599.4500122070312,5429725
2024-06-10,604.741455078125,619.8499755859375,627.4500122070312,604.2000122070312,604.2000122070312,5180578
2024-06-11,598.4974365234375,613.4500122070312,622.9500122070312,608.0,619.8499755859375,3728825
2024-06-12,604.4000244140625,619.5,623.0,611.75,614.1500244140625,4528718
2024-06-13,594.7900390625,609.6500244140625,614.5499877929688,588.1500244140625,612.0,7963596
2024-06-14,593.8143920898438,608.6500244140625,618.7999877929688,606.0,610.9500122070312,1975440
2024-06-18,585.5703735351562,600.2000122070312,613.75,598.0,608.0999755859375,4304663
2024-06-19,583.9606323242188,598.5499877929688,603.0999755859375,594.0,602.0,1703051
2024-06-20,586.10693359375,600.75,604.9000244140625,595.0,598.5,2886298
2024-06-21,575.5702514648438,589.9500122070312,603.9000244140625,588.5499877929688,601.0,3868601
2024-06-24,585.13134765625,599.75,602.4500122070312,588.8499755859375,590.75,1774168
2024-06-25,578.8873901367188,593.3499755859375,603.9500122070312,592.5,603.7999877929688,1791877
2024-06-26,587.13134765625,601.7999877929688,603.0,590.2999877929688,591.4000244140625,2230523
2024-06-27,584.6923828125,599.2999877929688,606.0,595.0499877929688,602.0,2405121
2024-06-28,586.0581665039062,600.7000122070312,609.6500244140625,597.6500244140625,601.7999877929688,1710529
2024-07-01,596.058349609375,610.9500122070312,613.25,600.7000122070312,600.7000122070312,2469588
2024-07-02,588.1069946289062,602.7999877929688,616.7999877929688,602.0,616.7999877929688,3919339
2024-07-03,594.8388671875,609.7000122070312,613.2999877929688,605.0,607.0,1786017
2024-07-04,591.1802368164062,605.9500122070312,613.5999755859375,605.0499877929688,609.7999877929688,2277423
2024-07-05,591.6680908203125,606.4500122070312,607.9500122070312,603.25,604.0,879215
2024-07-08,608.2537231445312,623.4500122070312,633.0,610.4000244140625,610.4000244140625,7279634
2024-07-09,614.8391723632812,630.2000122070312,633.4000244140625,618.0499877929688,622.0499877929688,2665679
2024-07-10,616.3025512695312,631.7000122070312,637.25,619.5499877929688,630.0,2882570
2024-07-11,614.0098266601562,629.3499755859375,635.7999877929688,623.7999877929688,635.7999877929688,1588742
2024-07-12,614.6439819335938,630.0,633.9000244140625,626.0,633.9000244140625,1630043
2024-07-15,616.985595703125,632.4000244140625,638.9500122070312,630.1500244140625,632.9000244140625,1091279
2024-07-16,625.3270874023438,640.9500122070312,648.7000122070312,630.0,634.0,2960104
2024-07-18,629.1320190429688,644.8499755859375,651.0,639.25,640.9500122070312,3161993
2024-07-19,620.1178588867188,632.9000244140625,647.2000122070312,631.6500244140625,645.0,2176993
2024-07-22,623.7921142578125,636.6500244140625,639.8499755859375,627.2000122070312,628.25,1365836
2024-07-23,639.1260986328125,652.2999877929688,662.3499755859375,632.0999755859375,639.9000244140625,7195533
2024-07-24,621.3425903320312,634.1500244140625,650.0,618.0499877929688,650.0,8340915
2024-07-25,618.4522094726562,631.2000122070312,636.4500122070312,625.0,625.5,1831371
2024-07-26,619.677001953125,632.4500122070312,635.25,625.0999755859375,631.2000122070312,1469979
2024-07-29,628.1522216796875,641.0999755859375,643.1500244140625,631.0499877929688,635.8499755859375,2240896
2024-07-30,621.09765625,633.9000244140625,648.8499755859375,632.5,641.0499877929688,3020230
2024-07-31,622.8612670898438,635.7000122070312,640.75,630.0,636.9500122070312,2769613
2024-08-01,630.5037231445312,643.5,655.8499755859375,636.75,638.9000244140625,6852547
2024-08-02,614.8758544921875,627.5499877929688,650.0,625.0,643.5,4123973
2024-08-05,621.1956176757812,634.0,640.0,614.0499877929688,615.0,4771981
2024-08-06,616.4436645507812,629.1500244140625,643.0,627.0,638.0,1854542
2024-08-07,626.3396606445312,639.25,641.2999877929688,631.2000122070312,631.2000122070312,1788865
2024-08-08,624.5759887695312,637.4500122070312,641.7999877929688,634.6500244140625,639.0,1528269
2024-08-09,611.3486328125,623.9500122070312,642.2000122070312,622.0999755859375,641.5999755859375,2679620
2024-08-12,607.8213500976562,620.3499755859375,627.25,615.75,626.9000244140625,1139283
2024-08-13,593.6141357421875,605.8499755859375,624.25,602.7000122070312,620.5999755859375,2691122
2024-08-14,592.1934814453125,604.4000244140625,609.9000244140625,598.5999755859375,609.9000244140625,2012408
2024-08-16,605.1267700195312,617.5999755859375,618.5,604.4000244140625,606.3499755859375,1259712
2024-08-19,608.7521362304688,621.2999877929688,624.9000244140625,614.8499755859375,618.0,2332398
2024-08-20,610.5157470703125,623.0999755859375,625.4500122070312,617.0499877929688,625.4000244140625,1340039
2024-08-21,621.53857421875,634.3499755859375,635.9500122070312,617.9500122070312,624.9000244140625,2105395
2024-08-22,633.1002807617188,646.1500244140625,647.7000122070312,632.0999755859375,637.0,3452342
2024-08-23,630.2588500976562,643.25,651.2000122070312,640.8499755859375,647.9000244140625,3461642
2024-08-26,641.33056640625,654.5499877929688,655.4000244140625,640.9000244140625,646.0,2940223
2024-08-27,630.4058227539062,643.4000244140625,655.0,641.6500244140625,655.0,1428673
2024-08-28,631.3856201171875,644.4000244140625,649.5,638.0,645.9500122070312,1149783
2024-08-29,631.1406860351562,644.1500244140625,647.9000244140625,638.5999755859375,644.0,1071747
2024-08-30,624.2820434570312,637.1500244140625,645.5499877929688,636.0999755859375,644.0,3304453
2024-09-02,623.7921142578125,636.6500244140625,644.6500244140625,634.4500122070312,637.7999877929688,745420
2024-09-03,625.3108520507812,638.2000122070312,648.5,635.25,636.6500244140625,1775357
2024-09-04,636.9214477539062,650.0499877929688,651.5499877929688,634.2000122070312,638.0499877929688,3104663
2024-09-05,631.7774658203125,644.7999877929688,655.0,642.6500244140625,655.0,2131132
2024-09-06,631.3856201171875,644.4000244140625,653.7000122070312,643.3499755859375,644.0,1910995
2024-09-09,648.9730224609375,662.3499755859375,664.9000244140625,644.0499877929688,645.0,6213572
2024-09-10,651.8145751953125,665.25,669.9000244140625,662.3499755859375,669.3499755859375,4126339
2024-09-11,650.4918212890625,663.9000244140625,671.5,662.0,668.0,3134456
2024-09-12,651.3246459960938,664.75,669.5,663.0,663.9500122070312,2222824
2024-09-13,647.5523681640625,660.9000244140625,667.7000122070312,651.25,665.6500244140625,2559794
2024-09-16,647.9932250976562,661.3499755859375,667.8499755859375,658.25,660.0,806885
2024-09-17,646.8175659179688,660.1500244140625,672.0,656.4000244140625,661.3499755859375,1793296
2024-09-18,641.18359375,654.4000244140625,662.2999877929688,650.5499877929688,660.0,1465661
2024-09-19,651.275634765625,664.7000122070312,666.7999877929688,654.4000244140625,655.0,1768324
2024-09-20,654.0680541992188,667.5499877929688,669.9500122070312,662.0999755859375,668.9500122070312,1798471
2024-09-23,647.6993408203125,661.0499877929688,671.5,656.2999877929688,668.0,1684518
2024-09-24,642.6043090820312,655.8499755859375,666.0,652.4000244140625,660.0,1881683
2024-09-25,614.3370361328125,627.0,653.9500122070312,622.1500244140625,651.0,7092888
2024-09-26,613.1122436523438,625.75,628.4000244140625,620.5999755859375,627.0499877929688,2581456
2024-09-27,620.2158203125,633.0,634.7999877929688,622.0,628.0,4628215
2024-09-30,612.5733642578125,625.2000122070312,635.7999877929688,623.3499755859375,633.0,2475507
2024-10-01,606.4985961914062,619.0,629.75,614.0,626.0,1095384
2024-10-03,568.482177734375,580.2000122070312,595.7999877929688,571.0,580.3499755859375,18729275
2024-10-04,560.8887329101562,572.4500122070312,585.0,571.0499877929688,584.75,4745480
2024-10-07,557.9003295898438,569.4000244140625,581.1500244140625,562.0,575.0,4723935
2024-10-08,555.8917236328125,567.3499755859375,572.6500244140625,564.7000122070312,571.5,3261216
2024-10-09,553.6381225585938,565.0499877929688,571.9500122070312,563.2000122070312,567.75,3580212
2024-10-10,560.1538696289062,571.7000122070312,576.4000244140625,564.2000122070312,567.0,2379978
2024-10-11,559.3209838867188,570.8499755859375,574.9500122070312,569.2000122070312,574.5,1276108
2024-10-14,555.8427124023438,567.2999877929688,575.1500244140625,566.0,570.8499755859375,1902352
2024-10-15,559.4679565429688,571.0,572.9000244140625,567.2999877929688,568.0,1687923
2024-10-16,566.6205444335938,578.2999877929688,579.3499755859375,570.5,572.9000244140625,2647660
2024-10-17,560.9866943359375,572.5499877929688,579.0999755859375,572.0,578.0,1838328
2024-10-18,559.8599243164062,571.4000244140625,572.0999755859375,564.9500122070312,571.5,2159572
2024-10-21,556.7245483398438,568.2000122070312,575.0,566.0999755859375,571.0,1511359
2024-10-22,547.8082885742188,559.0999755859375,571.75,556.0,565.5999755859375,1510177
2024-10-23,547.4164428710938,558.7000122070312,562.9000244140625,556.0499877929688,558.0,1233395
2024-10-24,530.0739135742188,541.0,558.0,535.25,555.7999877929688,3076408
2024-10-25,527.8203125,538.7000122070312,545.2999877929688,536.3499755859375,545.2999877929688,1506493
2024-10-28,542.5173950195312,553.7000122070312,558.5,537.0999755859375,540.0,1750115
2024-10-29,525.0278930664062,535.8499755859375,554.0,532.8499755859375,553.7000122070312,5088807
2024-10-30,535.6098022460938,546.6500244140625,551.9000244140625,536.0,539.0,5828617
2024-10-31,529.0941162109375,540.0,548.9500122070312,533.0,538.0499877929688,3001455
2024-11-01,531.592529296875,542.5499877929688,545.1500244140625,540.3499755859375,541.7000122070312,159703
2024-11-04,524.1461181640625,534.9500122070312,545.4000244140625,531.6500244140625,545.0499877929688,2308784
2024-11-05,524.048095703125,534.8499755859375,536.8499755859375,528.7000122070312,535.0499877929688,2117262
2024-11-06,528.7021484375,539.5999755859375,543.4000244140625,535.3499755859375,536.0,2368331
2024-11-07,523.7051391601562,534.5,544.1500244140625,532.2999877929688,541.3499755859375,1695158
2024-11-08,523.458984375,531.5,535.0,528.5999755859375,532.3499755859375,1458407
2024-11-11,514.8413696289062,522.75,531.4000244140625,520.3499755859375,530.0,1589666
2024-11-12,502.7766418457031,510.5,524.1500244140625,509.5,522.7999877929688,4775306
2024-11-13,503.1213684082031,510.8500061035156,514.2000122070312,507.29998779296875,511.3500061035156,2253481
2024-11-14,500.4129638671875,508.1000061035156,513.9500122070312,502.6499938964844,510.8500061035156,2083472
2024-11-18,500.8069152832031,508.5,509.6000061035156,499.0,509.1000061035156,3329177
2024-11-19,500.511474609375,508.20001220703125,514.5,506.1499938964844,511.0,2126926
2024-11-21,498.0985107421875,505.75,509.3999938964844,502.3999938964844,508.5,1771693
2024-11-22,505.23883056640625,513.0,515.0999755859375,504.3999938964844,506.6499938964844,1050913
2024-11-25,513.6102294921875,521.5,528.1500244140625,515.2000122070312,516.3499755859375,4146364
2024-11-26,517.4019775390625,525.3499755859375,529.9000244140625,519.4000244140625,524.0,894410
2024-11-27,519.5194702148438,527.5,529.2000122070312,519.4500122070312,519.9500122070312,1722809
2024-11-28,518.0421752929688,526.0,534.3499755859375,524.0,529.8499755859375,1554564
2024-11-29,519.1748046875,527.1500244140625,529.6500244140625,518.25,518.25,2225080
2024-12-02,515.9739990234375,523.9000244140625,528.0,520.7000122070312,522.5,1510906
2024-12-03,514.6443481445312,522.5499877929688,529.0499877929688,521.0,523.9000244140625,3691025
2024-12-04,514.8905639648438,522.7999877929688,527.25,520.0,524.0,2515588
2024-12-05,515.2352905273438,523.1500244140625,527.2999877929688,516.6500244140625,525.0,2760858
2024-12-06,515.8754272460938,523.7999877929688,525.8499755859375,520.25,525.0,1663402
2024-12-09,499.181884765625,506.8500061035156,520.75,503.20001220703125,519.0,6086175
2024-12-10,499.2803649902344,506.95001220703125,511.70001220703125,504.3500061035156,507.95001220703125,3425754
2024-12-11,500.6591796875,508.3500061035156,511.25,505.1000061035156,507.0,3602452
2024-12-12,498.9848937988281,506.6499938964844,512.0,505.75,510.0,3491848
2024-12-13,505.0418395996094,512.7999877929688,514.2999877929688,499.5,506.6499938964844,2205228
2024-12-16,502.2349853515625,509.95001220703125,516.0,509.04998779296875,514.0499877929688,1041908
2024-12-17,497.7538146972656,505.3999938964844,510.29998779296875,504.1000061035156,509.0,2821249
2024-12-18,497.7538146972656,505.3999938964844,508.95001220703125,502.45001220703125,507.95001220703125,2300294
2024-12-19,496.32574462890625,503.95001220703125,505.3999938964844,499.5,503.0,1583630
2024-12-20,494.9469299316406,502.54998779296875,508.29998779296875,500.0,504.0,3228278
2024-12-23,501.7917785644531,509.5,511.0,500.8999938964844,502.70001220703125,1777848
2024-12-24,502.2349853515625,509.95001220703125,515.9500122070312,507.75,512.0,3207041
2024-12-26,497.9507751464844,505.6000061035156,511.5,504.04998779296875,510.45001220703125,2088931
2024-12-27,499.47735595703125,507.1499938964844,509.70001220703125,504.04998779296875,506.5,1299653
2024-12-30,497.6060791015625,505.25,509.79998779296875,503.1000061035156,507.0,4298784
2024-12-31,499.32958984375,507.0,509.0,502.29998779296875,505.29998779296875,812765
2025-01-01,503.2198791503906,510.95001220703125,512.5,506.5,506.8999938964844,1065540
2025-01-02,505.5835266113281,513.3499755859375,515.5,507.75,510.95001220703125,1720007
2025-01-03,516.9588623046875,524.9000244140625,529.0,514.0499877929688,515.0,3814344
2025-01-06,497.2121276855469,504.8500061035156,522.5,501.1000061035156,522.2999877929688,5026479
2025-01-07,501.151611328125,508.8500061035156,512.75,503.1000061035156,508.0,2248836
2025-01-08,505.97747802734375,513.75,514.8499755859375,505.29998779296875,509.79998779296875,1666424
2025-01-09,513.2655639648438,521.1500244140625,530.9000244140625,511.54998779296875,514.0,4084746
2025-01-10,510.0647277832031,517.9000244140625,522.9500122070312,514.0499877929688,519.0,2316135
2025-01-13,503.0228576660156,510.75,519.5499877929688,509.5,515.9500122070312,2857732
2025-01-14,504.74639892578125,512.5,520.8499755859375,510.1499938964844,512.2000122070312,2539143
2025-01-15,507.70098876953125,515.5,516.4500122070312,510.20001220703125,513.0,1959656
2025-01-16,514.4966430664062,522.4000244140625,523.7000122070312,514.8499755859375,518.0,2718298
2025-01-17,518.0914306640625,526.0499877929688,531.8499755859375,516.0,521.5,2943339
2025-01-20,513.708740234375,521.5999755859375,529.0,520.9500122070312,528.6500244140625,1536752
2025-01-21,513.364013671875,521.25,528.9000244140625,519.5,522.0499877929688,2258554
2025-01-22,512.6253662109375,520.5,524.5999755859375,517.7000122070312,521.25,1532395
2025-01-23,516.6632690429688,524.5999755859375,526.7000122070312,515.1500244140625,518.0999755859375,698448
2025-01-24,513.7579956054688,521.6500244140625,527.0,518.5999755859375,524.6500244140625,1031251
2025-01-27,515.9246826171875,523.8499755859375,532.9500122070312,517.0999755859375,517.0999755859375,3023866
2025-01-28,517.4019775390625,525.3499755859375,528.2999877929688,522.7000122070312,525.0,2683319
2025-01-29,510.26165771484375,518.0999755859375,527.5,515.5,525.0,2201858
2025-01-30,525.6256713867188,533.7000122070312,540.0,519.0,521.25,3384404
2025-01-31,521.8339233398438,529.8499755859375,542.7999877929688,523.0,538.0,4302619
2025-02-01,530.9439697265625,539.0999755859375,551.7000122070312,522.7000122070312,533.4500122070312,4921220
2025-02-03,526.4627685546875,534.5499877929688,546.4000244140625,530.2999877929688,540.4000244140625,3792769
2025-02-04,532.8644409179688,541.0499877929688,542.75,534.6500244140625,536.5499877929688,3275638
2025-02-05,523.458984375,531.5,543.0,530.6500244140625,542.0,2811816
2025-02-06,518.2391357421875,526.2000122070312,536.7000122070312,524.6500244140625,531.5,1225984
2025-02-07,519.12548828125,527.0999755859375,529.8499755859375,520.1500244140625,529.6500244140625,2097013
2025-02-10,520.1103515625,528.0999755859375,535.4500122070312,523.6500244140625,527.0999755859375,1678247
2025-02-11,509.86773681640625,517.7000122070312,532.2000122070312,515.7000122070312,529.9000244140625,1177152
2025-02-12,517.7959594726562,525.75,527.3499755859375,515.6500244140625,518.2999877929688,2113562
2025-02-13,511.98516845703125,519.8499755859375,528.7999877929688,517.2999877929688,525.5499877929688,1484585
2025-02-14,512.0344848632812,519.9000244140625,524.8499755859375,517.2999877929688,520.5499877929688,1191521
2025-02-17,512.6746215820312,520.5499877929688,522.2999877929688,514.75,518.0999755859375,974964
2025-02-18,507.3562927246094,515.1500244140625,520.4000244140625,514.0,520.0,1603493
2025-02-19,496.8182067871094,504.45001220703125,515.0,503.70001220703125,515.0,2715980
2025-02-20,502.6289367675781,510.3500061035156,510.95001220703125,500.1499938964844,505.0,2052520
2025-02-21,500.9546203613281,508.6499938964844,511.6000061035156,503.5,510.95001220703125,2057493
2025-02-24,498.0492858886719,505.70001220703125,507.0,502.6000061035156,503.6000061035156,736767
2025-02-25,503.2198791503906,510.95001220703125,512.4000244140625,504.1499938964844,505.1499938964844,1483864
2025-02-27,495.6363525390625,503.25,515.0,501.5,510.1499938964844,1181893
2025-02-28,485.8368835449219,493.29998779296875,504.45001220703125,490.8500061035156,500.29998779296875,5530947
2025-03-03,484.310302734375,491.75,496.54998779296875,485.0,493.0,2166131
2025-03-04,476.38214111328125,483.70001220703125,489.25,480.0,486.0,2477085
2025-03-05,480.32159423828125,487.70001220703125,491.0,482.6000061035156,483.0,1767699
2025-03-06,487.5111389160156,495.0,497.75,488.70001220703125,489.8999938964844,1219415
2025-03-07,488.2990417480469,495.79998779296875,499.1000061035156,491.79998779296875,495.0,1913893
2025-03-10,485.8861083984375,493.3500061035156,501.3999938964844,492.0,495.0,2526521
2025-03-11,490.0225524902344,497.54998779296875,500.5,489.54998779296875,490.0,1830398
2025-03-12,492.3862609863281,499.95001220703125,500.8999938964844,491.75,496.20001220703125,1450825
2025-03-13,493.3711242675781,500.95001220703125,504.0,498.8999938964844,500.5,1288721
2025-03-17,487.2649230957031,494.75,502.5,490.1000061035156,498.3999938964844,1646821
2025-03-18,487.2649230957031,494.75,494.75,494.75,494.75,0
2025-03-19,487.9543762207031,495.45001220703125,502.25,492.8500061035156,501.6000061035156,2652053
2025-03-20,491.4506530761719,499.0,499.75,493.0,497.0,3651974
2025-03-21,499.13262939453125,506.79998779296875,507.8999938964844,497.8999938964844,500.0,2013377
2025-03-24,499.5265808105469,507.20001220703125,509.04998779296875,502.20001220703125,507.45001220703125,2299229
2025-03-25,501.5455627441406,509.25,512.0,505.04998779296875,507.20001220703125,2782397
2025-03-26,501.151611328125,508.8500061035156,510.95001220703125,505.04998779296875,509.0,2517374
2025-03-27,505.0910949707031,512.8499755859375,514.9500122070312,503.8500061035156,507.6000061035156,1649107
2025-03-28,498.837158203125,506.5,519.4500122070312,503.79998779296875,513.0,1759182
2025-04-01,489.97332763671875,497.5,512.5499877929688,496.54998779296875,505.8500061035156,1974802
2025-04-02,488.24981689453125,495.75,497.6000061035156,484.45001220703125,496.1499938964844,2835760
2025-04-03,458.35894775390625,465.3999938964844,483.75,458.20001220703125,473.95001220703125,12356973
2025-04-04,454.7641906738281,461.75,467.25,458.5,466.8999938964844,3850303
2025-04-07,444.5707702636719,451.3999938964844,454.1499938964844,433.29998779296875,435.0,4571485
2025-04-08,452.0558166503906,459.0,464.04998779296875,453.0,454.8999938964844,1640063
2025-04-09,458.21124267578125,465.25,468.45001220703125,458.04998779296875,459.79998779296875,2429984
2025-04-11,454.32098388671875,461.29998779296875,465.20001220703125,455.8999938964844,463.0,2170343
