date_,adj close_polycab.ns,close_polycab.ns,high_polycab.ns,low_polycab.ns,open_polycab.ns,volume_polycab.ns
2025-04-29,5539.50146484375,5570.5,5694.0,5553.5,5598.0,264199
2025-04-30,5489.2822265625,5520.0,5604.0,5464.0,5570.5,248922
2025-05-02,5429.6162109375,5460.0,5584.0,5445.5,5499.0,163134
2025-05-05,5762.751953125,5795.0,5809.0,5535.5,5535.5,669348
2025-05-06,5873.13427734375,5906.0,6077.5,5725.0,5829.5,2645488
2025-05-07,5853.74267578125,5886.5,6058.0,5826.0,5899.5,807608
2025-05-08,5732.9189453125,5765.0,5948.0,5725.0,5938.0,394295
2025-05-09,5734.41064453125,5766.5,5788.5,5600.0,5600.0,356853
2025-05-12,5959.15283203125,5992.5,6017.5,5881.5,5964.5,305557
2025-05-13,5974.0693359375,6007.5,6054.5,5952.5,5992.5,222006
2025-05-14,5947.716796875,5981.0,6035.0,5911.5,6008.0,272460
2025-05-15,6008.37744140625,6042.0,6070.0,5987.0,6009.0,252483
2025-05-16,6060.58544921875,6094.5,6116.0,6016.5,6069.0,233003
2025-05-19,6068.54052734375,6102.5,6167.0,6061.5,6100.0,186495
2025-05-20,5980.0361328125,6013.5,6157.0,5992.0,6157.0,204127
2025-05-21,6021.30517578125,6055.0,6075.5,5980.5,6029.0,124116
2025-05-22,5914.900390625,5948.0,6055.0,5892.0,6055.0,356912
2025-05-23,5850.75927734375,5883.5,5990.0,5866.0,5980.0,323816
2025-05-26,5916.39208984375,5949.5,5968.0,5908.5,5940.0,120578
2025-05-27,5930.8115234375,5964.0,6023.0,5911.0,5930.0,219023
2025-05-28,6023.791015625,6057.5,6090.0,5943.0,5999.0,286060
2025-05-29,5969.09716796875,6002.5,6099.5,5961.5,6090.0,215817
2025-05-30,5957.6611328125,5991.0,6045.0,5958.5,6014.0,286739
2025-06-02,5893.52001953125,5926.5,6012.0,5910.0,5982.0,170390
2025-06-03,5838.3291015625,5871.0,5980.0,5852.5,5963.0,137818
2025-06-04,5864.18408203125,5897.0,5909.5,5830.0,5900.0,150898
2025-06-05,5947.2197265625,5980.5,6020.0,5872.0,5900.0,218509
2025-06-06,6074.50732421875,6108.5,6119.0,5957.5,6000.0,319429
2025-06-09,6109.8095703125,6144.0,6260.0,6134.0,6158.0,287704
2025-06-10,6103.84326171875,6138.0,6190.0,6103.0,6190.0,142972
2025-06-11,6132.1845703125,6166.5,6218.5,6120.5,6120.5,158096
2025-06-12,6016.3330078125,6050.0,6167.0,6010.0,6167.0,244951
2025-06-13,5996.94140625,6030.5,6049.5,5760.0,5760.0,199145
2025-06-16,6073.015625,6107.0,6133.0,5975.0,6005.0,192518
2025-06-17,6007.88037109375,6041.5,6124.5,5970.0,6114.0,327846
2025-06-18,5955.67236328125,5989.0,6229.5,5980.0,6200.5,646632
2025-06-19,5789.6015625,5822.0,6015.0,5787.0,5992.0,466216
2025-06-20,5967.1083984375,6000.5,6015.5,5800.0,5825.0,659919
2025-06-23,6254.5,6289.5,6334.0,5975.0,6000.5,935253
2025-06-24,6343.5,6343.5,6426.5,6259.0,6309.0,608610
2025-06-25,6441.0,6441.0,6495.0,6346.0,6358.5,480549
2025-06-26,6468.5,6468.5,6496.5,6390.0,6450.0,294479
2025-06-27,6486.0,6486.0,6586.0,6470.0,6480.0,417426
2025-06-30,6551.0,6551.0,6565.5,6468.5,6486.0,180007
2025-07-01,6664.0,6664.0,6689.0,6560.0,6560.5,317256
2025-07-02,6768.0,6768.0,6778.0,6638.0,6680.0,407342
2025-07-03,6807.5,6807.5,6869.5,6743.0,6775.0,349404
2025-07-04,6717.5,6717.5,6871.0,6661.5,6828.0,457714
2025-07-07,6700.0,6700.0,6739.5,6605.0,6700.0,183853
2025-07-08,6748.5,6748.5,6760.5,6625.0,6670.0,159641
2025-07-09,6716.0,6716.0,6796.0,6670.0,6748.5,303920
2025-07-10,6781.0,6781.0,6809.0,6690.5,6740.0,249936
2025-07-11,6705.5,6705.5,6794.0,6645.5,6770.5,310579
2025-07-14,6796.5,6796.5,6880.0,6722.5,6782.5,407039
2025-07-15,6944.5,6944.5,6955.5,6800.0,6803.5,418898
2025-07-16,6948.0,6948.0,7009.5,6929.0,6930.0,289082
2025-07-17,6886.0,6886.0,6976.5,6815.0,6969.0,907510
2025-07-18,6926.0,6926.0,7080.0,6896.0,6992.0,1599277
2025-07-21,7042.0,7042.0,7061.0,6822.5,6955.0,356365
2025-07-22,6960.5,6960.5,7079.5,6945.0,7042.0,267070
2025-07-23,6885.0,6885.0,6995.0,6850.0,6994.0,297076
2025-07-24,6841.0,6841.0,6930.0,6803.0,6925.0,240792
2025-07-25,6734.5,6734.5,6840.0,6714.5,6840.0,183817
2025-07-28,6837.5,6837.5,6851.0,6725.0,6749.5,253763
2025-07-29,6962.5,6962.5,6977.0,6790.0,6833.0,258467
2025-07-30,6931.0,6931.0,6986.0,6871.0,6980.0,218429
2025-07-31,6821.0,6821.0,6885.0,6701.0,6848.0,677598
2025-08-01,6698.0,6698.0,6859.5,6680.0,6820.5,246544
2025-08-04,6919.5,6919.5,6938.0,6683.0,6744.5,367819
2025-08-05,6925.5,6925.5,6953.5,6884.5,6931.5,208115
2025-08-06,6825.0,6825.0,6950.0,6680.0,6950.0,444662
2025-08-07,6881.0,6881.0,6903.5,6746.0,6790.0,193378
2025-08-08,6741.0,6741.0,6905.0,6718.5,6852.5,148921
2025-08-11,6757.5,6757.5,6810.0,6675.5,6759.5,140792
2025-08-12,6803.5,6803.5,6823.0,6620.0,6764.0,522463
2025-08-13,6966.0,6966.0,6980.5,6820.0,6827.0,255672
2025-08-14,6970.0,6970.0,6983.0,6904.5,6975.0,143368
2025-08-18,7087.0,7087.0,7185.0,7009.0,7025.0,459379
2025-08-19,7117.0,7117.0,7135.0,7024.0,7094.0,187122
2025-08-20,7158.0,7158.0,7208.0,7120.0,7129.0,217222
2025-08-21,7084.5,7084.5,7177.0,7067.0,7158.0,139514
2025-08-22,7100.5,7100.5,7164.0,7059.5,7100.0,172189
2025-08-25,7071.5,7071.5,7155.5,7057.5,7148.5,116097
2025-08-26,7064.0,7064.0,7096.0,6985.0,7027.5,187129
2025-08-28,7106.5,7106.5,7170.0,6985.0,7099.0,275286
2025-08-29,7091.0,7091.0,7180.0,7070.0,7114.5,260270
2025-09-01,7144.5,7144.5,7159.5,7059.0,7126.5,150419
2025-09-02,7178.5,7178.5,7199.0,7113.0,7149.0,130949
2025-09-03,7235.0,7235.0,7245.0,7157.5,7175.0,265000
2025-09-04,7257.0,7257.0,7325.0,7236.0,7250.0,197453
2025-09-05,7228.0,7228.0,7315.5,7218.5,7288.0,143952
2025-09-08,7324.5,7324.5,7384.5,7230.0,7230.0,234488
2025-09-09,7193.0,7193.0,7371.5,7174.5,7360.0,160736
2025-09-10,7209.0,7209.0,7271.0,7196.5,7254.0,133081
2025-09-11,7233.5,7233.5,7284.5,7148.5,7240.0,178711
2025-09-12,7254.5,7254.5,7310.0,7235.5,7250.5,218090
2025-09-15,7250.0,7250.0,7280.0,7130.0,7260.0,161143
2025-09-16,7395.0,7395.0,7401.0,7241.5,7250.5,209209
2025-09-17,7359.0,7359.0,7439.0,7302.0,7439.0,269888
2025-09-18,7440.5,7440.5,7452.0,7350.0,7359.5,184784
2025-09-19,7549.0,7549.0,7568.0,7424.0,7440.5,370166
2025-09-22,7657.0,7657.0,7714.0,7505.0,7549.0,415876
2025-09-23,7620.0,7620.0,7697.0,7561.5,7650.0,317133
2025-09-24,7532.5,7532.5,7623.5,7505.0,7590.0,352940
2025-09-25,7407.5,7407.5,7600.0,7381.5,7580.0,464674
2025-09-26,7322.5,7322.5,7506.0,7272.0,7425.0,244407
2025-09-29,7278.0,7278.0,7369.5,7259.5,7325.0,248137
2025-09-30,7286.0,7286.0,7317.0,7205.0,7285.0,183924
2025-10-01,7351.0,7351.0,7373.0,7275.0,7334.0,112742
2025-10-03,7393.0,7393.0,7415.0,7309.5,7390.0,140544
2025-10-06,7615.5,7615.5,7644.0,7400.5,7407.5,213779
2025-10-07,7595.5,7595.5,7638.5,7555.0,7625.0,110181
2025-10-08,7588.0,7588.0,7675.0,7523.5,7600.0,150765
2025-10-09,7631.0,7631.0,7641.0,7546.5,7588.0,96611
2025-10-10,7730.0,7730.0,7794.5,7645.0,7645.0,236521
2025-10-13,7685.5,7685.5,7748.0,7608.0,7700.0,129001
2025-10-14,7608.0,7608.0,7724.5,7570.5,7700.0,163491
2025-10-15,7658.5,7658.5,7723.5,7593.5,7608.0,115511
2025-10-16,7578.0,7578.0,7705.0,7470.0,7700.0,186760
2025-10-17,7439.5,7439.5,7619.5,7239.5,7593.0,1113487
2025-10-20,7673.5,7673.5,7700.0,7511.0,7530.0,526263
2025-10-21,7605.0,7605.0,7697.5,7572.5,7694.0,65121
2025-10-23,7518.5,7518.5,7689.5,7500.0,7660.0,250081
2025-10-24,7513.0,7513.0,7605.0,7466.5,7550.0,202587
2025-10-27,7666.5,7666.5,7702.0,7483.5,7514.5,276608
2025-10-28,7510.0,7510.0,7719.0,7478.0,7667.0,761477
2025-10-29,7735.5,7735.5,7758.0,7514.5,7520.0,211944
2025-10-30,7845.0,7845.0,7868.5,7698.0,7735.0,345825
2025-10-31,7704.0,7704.0,7903.0,7684.5,7865.0,324713
2025-11-03,7626.5,7626.5,7775.0,7584.5,7704.0,240686
2025-11-04,7560.0,7560.0,7667.5,7548.5,7617.0,162179
2025-11-05,7560.0,7560.0,7560.0,7560.0,7560.0,0
2025-11-06,7591.5,7591.5,7670.0,7572.5,7585.0,201409
2025-11-07,7542.0,7542.0,7589.5,7451.5,7585.0,127993
2025-11-10,7608.0,7608.0,7662.5,7500.5,7560.0,112624
2025-11-11,7659.5,7659.5,7690.0,7549.0,7620.0,105930
2025-11-12,7680.0,7680.0,7745.5,7634.5,7688.0,129351
2025-11-13,7721.0,7721.0,7816.0,7637.5,7662.5,182942
2025-11-14,7632.0,7632.0,7747.5,7602.5,7740.0,127917
2025-11-17,7683.0,7683.0,7708.5,7580.5,7630.0,146747
2025-11-18,7661.0,7661.0,7730.0,7650.0,7679.5,255512
2025-11-19,7688.0,7688.0,7704.0,7641.0,7663.0,138316
2025-11-20,7648.5,7648.5,7740.0,7630.5,7700.0,220950
2025-11-21,7521.0,7521.0,7648.0,7506.0,7648.0,169885
2025-11-24,7427.0,7427.0,7550.0,7390.5,7550.0,305698
2025-11-25,7439.0,7439.0,7520.0,7384.0,7420.0,130117
2025-11-26,7539.0,7539.0,7568.5,7416.0,7429.5,132131
2025-11-27,7479.0,7479.0,7560.0,7425.0,7560.0,170964
2025-11-28,7470.0,7470.0,7520.0,7451.5,7489.0,223708
2025-12-01,7401.0,7401.0,7530.0,7382.5,7478.0,199441
2025-12-02,7347.0,7347.0,7462.5,7281.0,7409.5,185659
2025-12-03,7227.0,7227.0,7370.0,7206.5,7370.0,278984
2025-12-04,7348.5,7348.5,7382.5,7233.0,7250.0,179869
2025-12-05,7257.0,7257.0,7336.0,7171.0,7321.0,191949
2025-12-08,7025.0,7025.0,7265.5,7007.5,7257.0,217567
2025-12-09,7194.0,7194.0,7214.5,6932.0,7025.0,222653
2025-12-10,7139.0,7139.0,7268.5,7110.0,7219.0,126487
2025-12-11,7218.5,7218.5,7307.0,7120.0,7120.0,295740
2025-12-12,7276.5,7276.5,7298.0,7193.5,7230.0,158727
2025-12-15,7339.5,7339.5,7355.0,7223.5,7250.5,121874
2025-12-16,7361.5,7361.5,7402.5,7264.5,7323.0,267325
2025-12-17,7079.5,7079.5,7341.0,7031.0,7341.0,1779522
2025-12-18,7099.0,7099.0,7145.0,7022.5,7079.5,194054
2025-12-19,7439.0,7439.0,7455.0,7087.0,7090.0,630329
2025-12-22,7603.0,7603.0,7648.0,7450.0,7450.0,390893
2025-12-23,7645.0,7645.0,7680.5,7580.0,7605.0,256703
2025-12-24,7630.5,7630.5,7678.0,7611.0,7644.5,94994
2025-12-26,7556.5,7556.5,7672.5,7531.5,7610.0,134764
2025-12-29,7493.5,7493.5,7611.5,7462.0,7547.5,206255
2025-12-30,7497.0,7497.0,7596.5,7470.0,7475.0,370086
2025-12-31,7619.0,7619.0,7659.5,7498.0,7498.0,235002
2026-01-01,7673.0,7673.0,7695.0,7520.0,7615.0,139174
2026-01-02,7798.0,7798.0,7821.0,7664.5,7676.5,192881
2026-01-05,7762.0,7762.0,7840.5,7584.5,7840.5,1133200
2026-01-06,7795.5,7795.5,7868.5,7737.0,7752.0,365681
2026-01-07,7897.0,7897.0,7935.0,7764.0,7764.0,365640
2026-01-08,7750.5,7750.5,7948.0,7723.0,7871.5,327505
2026-01-09,7685.0,7685.0,7775.5,7629.0,7740.0,309566
2026-01-12,7629.0,7629.0,7710.0,7576.5,7700.0,265168
2026-01-13,7555.0,7555.0,7663.5,7402.0,7640.0,436635
2026-01-14,7323.5,7323.5,7538.0,7303.5,7328.0,1655893
2026-01-15,7323.5,7323.5,7323.5,7323.5,7323.5,0
2026-01-16,7121.5,7121.5,7359.0,7019.5,7301.0,819635
