date_,adj close_astrazen.ns,close_astrazen.ns,high_astrazen.ns,low_astrazen.ns,open_astrazen.ns,volume_astrazen.ns
2025-04-23,9011.19921875,9042.0,9140.0,8925.0,8999.0,21472
2025-04-24,8936.953125,8967.5,9211.0,8930.0,9040.0,18935
2025-04-25,8695.279296875,8725.0,8991.5,8550.0,8922.5,18396
2025-04-28,8809.8876953125,8840.0,8916.0,8650.5,8725.0,12508
2025-04-29,8764.5419921875,8794.5,8930.0,8760.0,8830.0,7975
2025-04-30,8651.4287109375,8681.0,8842.0,8630.0,8790.0,11917
2025-05-02,8361.419921875,8390.0,8700.0,8345.0,8610.0,18508
2025-05-05,8316.0751953125,8344.5,8499.0,8305.0,8460.5,12623
2025-05-06,8158.61328125,8186.5,8404.0,8121.5,8404.0,19629
2025-05-07,8161.10498046875,8189.0,8262.0,8112.5,8180.0,10554
2025-05-08,8155.12548828125,8183.0,8402.5,8125.0,8189.0,21271
2025-05-09,7943.34912109375,7970.5,8108.0,7901.0,8038.0,14627
2025-05-12,8091.841796875,8119.5,8274.0,7800.0,7970.5,30454
2025-05-13,8161.60302734375,8189.5,8319.0,8070.5,8119.5,9125
2025-05-14,8009.12451171875,8036.5,8289.5,8015.0,8190.0,17809
2025-05-15,7927.40380859375,7954.5,8093.0,7933.0,8002.5,11500
2025-05-16,7810.80224609375,7837.5,8072.5,7817.0,7975.0,15642
2025-05-19,7954.31201171875,7981.5,8057.0,7800.0,7837.5,15984
2025-05-20,7896.01123046875,7923.0,8060.0,7860.0,8060.0,10759
2025-05-21,7913.45166015625,7940.5,8110.0,7898.0,7923.0,23280
2025-05-22,7974.7421875,8002.0,8055.5,7880.0,7940.5,9658
2025-05-23,7932.38671875,7959.5,8105.0,7922.5,8059.0,7842
2025-05-26,7979.2265625,8006.5,8108.5,7943.5,7999.0,13390
2025-05-27,7878.57080078125,7905.5,8126.0,7874.0,8063.0,12159
2025-05-28,7857.64208984375,7884.5,7967.5,7820.0,7967.5,8293
2025-05-29,7891.5263671875,7918.5,7963.5,7820.0,7885.0,11257
2025-05-30,7944.84423828125,7972.0,8090.0,7820.0,7820.0,15250
2025-06-02,9304.6962890625,9336.5,9488.0,8400.5,8409.0,1429694
2025-06-03,9304.6962890625,9336.5,9410.0,9041.0,9313.0,309234
2025-06-04,9461.1611328125,9493.5,10033.0,9250.0,9250.0,618303
2025-06-05,9850.3310546875,9884.0,9955.0,9362.0,9495.0,267768
2025-06-06,9756.6513671875,9790.0,10050.0,9570.0,9850.0,123203
2025-06-09,10022.7421875,10057.0,10130.0,9750.0,9900.0,89220
2025-06-10,10020.25,10054.5,10145.0,9813.0,10000.0,66699
2025-06-11,9936.0380859375,9970.0,10050.0,9915.0,9980.0,31763
2025-06-12,10160.271484375,10195.0,10295.0,9860.5,9960.0,124056
2025-06-13,10473.7001953125,10509.5,10691.0,9961.0,10029.0,106451
2025-06-16,10231.0302734375,10266.0,10559.0,9994.0,10450.0,69141
2025-06-17,10034.701171875,10069.0,10392.5,9945.5,10290.0,45582
2025-06-18,9701.3408203125,9734.5,10053.0,9690.5,10000.0,39124
2025-06-19,9378.4443359375,9410.5,9724.5,9361.0,9680.5,40260
2025-06-20,8840.7822265625,8871.0,9460.0,8795.0,9300.5,130114
2025-06-23,8845.7646484375,8876.0,8989.0,8676.0,8868.5,72011
2025-06-24,8748.5966796875,8778.5,8963.0,8682.0,8963.0,40477
2025-06-25,8816.86328125,8847.0,8936.0,8752.0,8794.0,27670
2025-06-26,8718.69921875,8748.5,8867.5,8711.0,8847.0,18909
2025-06-27,8876.6591796875,8907.0,8964.5,8760.0,8781.0,38459
2025-06-30,8878.154296875,8908.5,9067.5,8815.0,8965.0,41149
2025-07-01,8868.1884765625,8898.5,8950.0,8860.0,8910.0,18038
2025-07-02,8981.3017578125,9012.0,9240.0,8870.0,8959.0,149035
2025-07-03,9080.462890625,9111.5,9205.0,9018.0,9060.0,48149
2025-07-04,9071.4931640625,9102.5,9205.5,9040.0,9111.5,25256
2025-07-07,9119.330078125,9150.5,9170.0,9063.0,9102.5,17540
2025-07-08,9095.91015625,9127.0,9260.0,9060.0,9150.0,31963
2025-07-09,9256.859375,9288.5,9339.0,9091.0,9140.0,37170
2025-07-10,9079.4658203125,9110.5,9369.5,9020.0,9369.5,26253
2025-07-11,9210.01953125,9241.5,9272.5,9120.0,9120.0,20847
2025-07-14,9153.2138671875,9184.5,9303.0,9161.0,9200.0,10623
2025-07-15,9128.796875,9160.0,9650.5,9055.0,9195.0,106695
2025-07-16,9139.26171875,9170.5,9531.0,9134.0,9210.0,67828
2025-07-17,9362.0,9394.0,9439.0,9221.0,9224.5,43419
2025-07-18,9119.0,9119.0,9390.0,9056.5,9379.0,24592
2025-07-21,9141.5,9141.5,9176.5,8957.0,9078.5,26644
2025-07-22,9005.0,9005.0,9250.0,8970.0,9219.5,31723
2025-07-23,8935.5,8935.5,9100.0,8912.0,9005.0,23793
2025-07-24,9024.5,9024.5,9061.0,8936.5,8950.0,13697
2025-07-25,8867.5,8867.5,9067.5,8822.5,9028.0,10938
2025-07-28,8937.5,8937.5,8981.5,8842.0,8855.0,16459
2025-07-29,8947.5,8947.5,9000.0,8865.5,8944.5,16758
2025-07-30,9340.0,9340.0,9400.0,8948.0,9020.5,39808
2025-07-31,9186.0,9186.0,9385.0,9159.0,9220.5,15862
2025-08-01,8893.5,8893.5,9221.0,8840.0,9175.0,16512
2025-08-04,8957.5,8957.5,8983.5,8865.0,8909.0,8507
2025-08-05,8855.5,8855.5,8999.0,8831.0,8912.5,7831
2025-08-06,8834.5,8834.5,8892.0,8731.0,8850.0,12030
2025-08-07,8723.5,8723.5,8807.0,8666.0,8800.0,9367
2025-08-08,8784.5,8784.5,8888.0,8661.0,8750.0,15302
2025-08-11,8796.5,8796.5,8899.0,8619.0,8735.0,10106
2025-08-12,8671.5,8671.5,8937.0,8630.0,8880.0,9468
2025-08-13,8416.5,8416.5,8757.0,8252.0,8678.0,34709
2025-08-14,8314.5,8314.5,8979.5,8205.5,8426.0,257331
2025-08-18,8414.5,8414.5,8520.0,8330.0,8498.5,33276
2025-08-19,8451.5,8451.5,8519.0,8301.5,8414.5,17625
2025-08-20,8461.0,8461.0,8519.5,8435.5,8492.0,9121
2025-08-21,8392.0,8392.0,8500.5,8366.0,8500.0,8242
2025-08-22,8433.0,8433.0,8464.5,8307.0,8392.0,11150
2025-08-25,8268.0,8268.0,8482.5,8225.0,8433.0,10149
2025-08-26,8016.5,8016.5,8329.5,7955.0,8225.0,62760
2025-08-28,8329.0,8329.0,8475.0,8050.0,8050.0,87901
2025-08-29,8460.5,8460.5,8514.5,8287.0,8385.0,24461
2025-09-01,8764.0,8764.0,8838.0,8403.5,8460.0,32616
2025-09-02,8926.0,8926.0,8955.0,8649.0,8750.5,26783
2025-09-03,9095.0,9095.0,9173.5,8825.5,8926.0,30929
2025-09-04,9113.0,9113.0,9184.0,9055.5,9071.0,20690
2025-09-05,9090.0,9090.0,9242.0,8994.0,9075.0,11616
2025-09-08,9045.5,9045.5,9152.5,8909.5,9120.0,12381
2025-09-09,9100.5,9100.5,9147.0,8960.5,8960.5,10708
2025-09-10,8996.0,8996.0,9179.5,8962.0,9099.0,13505
2025-09-11,9071.5,9071.5,9099.0,8985.0,8996.0,7761
2025-09-12,9003.5,9003.5,9100.0,8980.5,9070.0,7058
2025-09-15,9009.0,9009.0,9140.0,8933.0,9010.0,9608
2025-09-16,9016.5,9016.5,9084.5,8963.5,8997.0,6105
2025-09-17,9138.0,9138.0,9192.0,8980.0,9016.5,10745
2025-09-18,9074.5,9074.5,9140.0,9015.0,9140.0,7932
2025-09-19,8934.5,8934.5,9145.0,8890.0,9091.0,29821
2025-09-22,8858.0,8858.0,9080.5,8822.5,8988.5,10580
2025-09-23,8761.0,8761.0,8884.0,8692.0,8865.0,6649
2025-09-24,8808.0,8808.0,8829.0,8711.5,8728.0,4900
2025-09-25,9027.5,9027.5,9068.0,8770.0,8867.5,19131
2025-09-26,8811.5,8811.5,8993.5,8738.5,8900.0,23653
2025-09-29,8891.5,8891.5,8950.0,8735.5,8812.0,14571
2025-09-30,9105.5,9105.5,9158.0,8833.0,8833.0,18574
2025-10-01,9222.0,9222.0,9250.0,9080.0,9100.0,18001
2025-10-03,9331.0,9331.0,9380.0,9156.0,9248.0,12069
2025-10-06,9414.5,9414.5,9500.0,9206.0,9339.0,23945
2025-10-07,9381.0,9381.0,9421.5,9351.0,9370.0,10916
2025-10-08,9275.0,9275.0,9445.0,9169.5,9330.5,11604
2025-10-09,9242.5,9242.5,9355.5,9178.0,9270.0,14015
2025-10-10,9262.0,9262.0,9299.0,9207.0,9270.0,12645
2025-10-13,9222.5,9222.5,9389.0,9152.0,9324.5,16062
2025-10-14,9121.5,9121.5,9229.5,9069.0,9222.5,8696
2025-10-15,9148.5,9148.5,9213.5,9051.5,9121.0,7740
2025-10-16,9101.0,9101.0,9233.0,9075.0,9151.0,8254
2025-10-17,9178.5,9178.5,9220.0,9000.0,9061.0,6821
2025-10-20,9344.0,9344.0,9400.0,9090.0,9140.5,9773
2025-10-21,9306.5,9306.5,9380.0,9272.0,9350.0,959
2025-10-23,9301.0,9301.0,9339.0,9248.0,9306.0,4291
2025-10-24,9302.5,9302.5,9360.0,9250.5,9283.0,4126
2025-10-27,9311.5,9311.5,9350.0,9215.0,9252.0,11085
2025-10-28,9315.5,9315.5,9528.0,9200.5,9310.0,17491
2025-10-29,9346.5,9346.5,9410.0,9315.0,9359.5,5488
2025-10-30,9469.0,9469.0,9497.0,9268.0,9330.0,6459
2025-10-31,9555.0,9555.0,9599.0,9412.5,9469.0,20033
2025-11-03,9827.5,9827.5,9849.5,9519.0,9555.0,35845
2025-11-04,9605.0,9605.0,9830.0,9529.0,9800.0,18117
2025-11-06,9182.5,9182.5,9580.0,9132.0,9580.0,21659
2025-11-07,9077.5,9077.5,9234.0,9009.0,9234.0,15929
2025-11-10,9083.0,9083.0,9236.0,8828.5,9201.0,34379
2025-11-11,9150.0,9150.0,9198.5,8882.0,9042.0,12335
2025-11-12,9282.0,9282.0,9310.0,9088.5,9248.0,7688
2025-11-13,9183.0,9183.0,9390.0,9142.5,9330.0,7514
2025-11-14,9153.0,9153.0,9241.5,9126.0,9170.0,2861
2025-11-17,9140.0,9140.0,9235.0,9115.5,9235.0,4268
2025-11-18,9037.5,9037.5,9469.5,8974.0,9298.5,27916
2025-11-19,9118.5,9118.5,9189.5,8919.5,9035.0,10032
2025-11-20,9133.5,9133.5,9229.0,9060.0,9101.0,4794
2025-11-21,8988.0,8988.0,9101.0,8880.0,9101.0,15411
2025-11-24,9037.0,9037.0,9175.0,8941.5,9000.0,17613
2025-11-25,9026.0,9026.0,9127.0,8955.5,9050.0,3733
2025-11-26,9042.0,9042.0,9076.0,8976.0,9071.0,5133
2025-11-27,8997.5,8997.5,9094.0,8951.0,9035.0,6184
2025-11-28,9024.0,9024.0,9250.0,8971.0,8997.5,5257
2025-12-01,9066.5,9066.5,9098.5,9000.0,9040.0,2321
2025-12-02,9144.5,9144.5,9209.0,8991.0,9015.5,8881
2025-12-03,9118.0,9118.0,9170.0,9071.0,9170.0,2360
2025-12-04,9203.0,9203.0,9264.0,9071.0,9091.0,7411
2025-12-05,9226.5,9226.5,9250.0,9100.0,9154.0,4344
2025-12-08,9041.5,9041.5,9251.0,8999.0,9238.0,3915
2025-12-09,9033.5,9033.5,9140.0,8930.0,8954.0,7839
2025-12-10,9009.5,9009.5,9124.0,8972.5,9065.5,2713
2025-12-11,9147.0,9147.0,9248.0,8936.5,9070.0,8054
2025-12-12,9155.0,9155.0,9200.0,9100.0,9100.0,2254
2025-12-15,9122.0,9122.0,9179.5,9050.0,9050.0,3842
2025-12-16,9016.5,9016.5,9138.5,8986.5,9101.0,2242
2025-12-17,9007.0,9007.0,9078.0,8984.5,8986.0,1534
2025-12-18,9077.0,9077.0,9101.0,8933.0,9032.0,3734
2025-12-19,9091.5,9091.5,9168.0,9021.0,9077.0,5946
2025-12-22,9134.5,9134.5,9148.0,9050.0,9140.0,2223
2025-12-23,9139.5,9139.5,9200.0,9066.0,9199.0,2862
2025-12-24,9168.0,9168.0,9190.5,9076.0,9120.0,4561
2025-12-26,8879.0,8879.0,9199.0,8800.0,9199.0,26353
2025-12-29,9043.5,9043.5,9084.5,8911.0,8977.0,8945
2025-12-30,8918.5,8918.5,9085.0,8617.5,8965.0,59691
2025-12-31,9029.0,9029.0,9075.0,8820.0,8918.5,5189
2026-01-01,8777.5,8777.5,9064.0,8700.0,9000.0,26383
2026-01-02,8601.5,8601.5,8800.5,8561.5,8798.5,34247
2026-01-05,8438.0,8438.0,8602.0,8376.0,8536.0,30843
2026-01-06,8400.0,8400.0,8500.0,8251.0,8439.5,44912
2026-01-07,8464.5,8464.5,8502.0,8360.0,8400.0,8636
2026-01-08,8418.5,8418.5,8520.0,8380.0,8426.0,7352
2026-01-09,8340.0,8340.0,8410.0,8276.5,8401.0,8539
2026-01-12,8215.0,8215.0,8460.0,8020.0,8382.0,24782
2026-01-13,8226.5,8226.5,8395.5,8121.5,8280.0,10615
2026-01-14,8284.0,8284.0,8331.5,8121.5,8121.5,7427
2026-01-16,8264.0,8264.0,8379.0,8162.0,8339.5,9036
