date_,adj close_ioc.ns,close_ioc.ns,high_ioc.ns,low_ioc.ns,open_ioc.ns,volume_ioc.ns
2024-03-21,149.95973205566406,164.5,164.75,159.8000030517578,161.0,26756447
2024-03-22,150.55226135253906,165.14999389648438,167.14999389648438,163.5500030517578,165.6999969482422,25141774
2024-03-26,152.64895629882812,167.4499969482422,168.75,163.5500030517578,164.35000610351562,21189137
2024-03-27,151.50946044921875,166.1999969482422,171.4499969482422,165.35000610351562,169.0,31466480
2024-03-28,152.92245483398438,167.75,169.5,166.6999969482422,166.75,17007401
2024-04-01,154.28988647460938,169.25,171.25,168.75,169.9499969482422,14548989
2024-04-02,158.8023223876953,174.1999969482422,174.5,169.3000030517578,169.39999389648438,29081495
2024-04-03,158.34654235839844,173.6999969482422,175.1999969482422,173.14999389648438,174.1999969482422,18996701
2024-04-04,154.65451049804688,169.64999389648438,174.9499969482422,169.0500030517578,174.0,17913673
2024-04-05,153.15037536621094,168.0,168.85000610351562,164.60000610351562,168.8000030517578,26551221
2024-04-08,155.2470703125,170.3000030517578,171.85000610351562,168.75,169.0,14541348
2024-04-09,153.97080993652344,168.89999389648438,170.85000610351562,168.0,170.5,10074537
2024-04-10,157.75399780273438,173.0500030517578,174.1999969482422,168.89999389648438,169.0,26458888
2024-04-12,155.11032104492188,170.14999389648438,173.4499969482422,169.75,172.9499969482422,23635268
2024-04-15,151.6917724609375,166.39999389648438,169.9499969482422,162.64999389648438,166.8000030517578,30165832
2024-04-16,154.0619659423828,169.0,170.8000030517578,165.5,166.39999389648438,19347109
2024-04-18,154.0619659423828,169.0,175.10000610351562,168.0500030517578,172.3000030517578,29756025
2024-04-19,151.91969299316406,166.64999389648438,167.5,162.1999969482422,163.5,28613815
2024-04-22,155.79403686523438,170.89999389648438,172.1999969482422,168.5,169.9499969482422,19022799
2024-04-23,153.2415313720703,168.10000610351562,173.6999969482422,167.9499969482422,173.6999969482422,19730937
2024-04-24,153.83407592773438,168.75,170.60000610351562,167.5500030517578,169.39999389648438,17496649
2024-04-25,155.15589904785156,170.1999969482422,171.0,168.75,169.4499969482422,14757776
2024-04-26,156.38658142089844,171.5500030517578,172.60000610351562,169.85000610351562,170.6999969482422,17306072
2024-04-29,161.126953125,176.75,178.0,172.1999969482422,173.0,40527426
2024-04-30,153.92523193359375,168.85000610351562,179.8000030517578,167.85000610351562,179.5,67530236
2024-05-02,158.07305908203125,173.39999389648438,174.60000610351562,168.25,172.0,60555113
2024-05-03,155.65728759765625,170.75,174.89999389648438,169.39999389648438,174.8000030517578,30968452
2024-05-06,151.5550537109375,166.25,172.0,165.10000610351562,171.85000610351562,28686100
2024-05-07,145.8574981689453,160.0,168.1999969482422,159.5,167.5,40995072
2024-05-08,148.72903442382812,163.14999389648438,164.3000030517578,159.64999389648438,161.5,28458714
2024-05-09,142.75802612304688,156.60000610351562,163.0,156.0500030517578,163.0,27225782
2024-05-10,144.90029907226562,158.9499969482422,160.14999389648438,155.5500030517578,158.5,24021566
2024-05-13,144.21658325195312,158.1999969482422,160.6999969482422,154.75,159.85000610351562,28720880
2024-05-14,145.2649383544922,159.35000610351562,160.6999969482422,157.0500030517578,158.1999969482422,17592865
2024-05-15,147.49838256835938,161.8000030517578,162.60000610351562,159.75,160.60000610351562,17906679
2024-05-16,148.45558166503906,162.85000610351562,164.39999389648438,161.14999389648438,163.0500030517578,23017120
2024-05-17,149.5495147705078,164.0500030517578,164.60000610351562,162.64999389648438,162.85000610351562,13305287
2024-05-21,152.1475830078125,166.89999389648438,168.39999389648438,163.5500030517578,165.0,26148240
2024-05-22,152.19317626953125,166.9499969482422,168.1999969482422,164.25,168.1999969482422,20053145
2024-05-23,153.1047821044922,167.9499969482422,169.35000610351562,166.6999969482422,167.5,17423296
2024-05-24,153.87966918945312,168.8000030517578,170.4499969482422,167.3000030517578,167.89999389648438,17579600
2024-05-27,153.97080993652344,168.89999389648438,170.4499969482422,166.8000030517578,169.10000610351562,14367479
2024-05-28,152.28433227539062,167.0500030517578,169.8000030517578,165.8000030517578,169.10000610351562,12934677
2024-05-29,150.46112060546875,165.0500030517578,166.89999389648438,164.5,166.0,12374782
2024-05-30,147.63511657714844,161.9499969482422,165.25,161.35000610351562,164.6999969482422,13980050
2024-05-31,148.0453338623047,162.39999389648438,163.75,161.0500030517578,163.39999389648438,34520338
2024-06-03,159.80511474609375,175.3000030517578,176.39999389648438,168.0,170.8000030517578,62214295
2024-06-04,140.84364318847656,154.5,177.0,149.0,177.0,88989411
2024-06-05,145.1737823486328,159.25,159.89999389648438,147.8000030517578,158.5,36919071
2024-06-06,149.1392822265625,163.60000610351562,168.10000610351562,162.14999389648438,164.0,35722401
2024-06-07,149.68624877929688,164.1999969482422,164.5500030517578,161.39999389648438,163.6999969482422,33444357
2024-06-10,150.6069793701172,165.2100067138672,166.39999389648438,164.10000610351562,165.6999969482422,19825323
2024-06-11,152.858642578125,167.67999267578125,169.0,164.3000030517578,165.89999389648438,28559865
2024-06-12,153.91612243652344,168.83999633789062,171.24000549316406,168.50999450683594,169.0,28047986
2024-06-13,154.01638793945312,168.9499969482422,170.1999969482422,168.0500030517578,170.0,17279580
2024-06-14,155.3017578125,170.36000061035156,172.10000610351562,169.16000366210938,169.1999969482422,22000973
2024-06-18,154.59982299804688,169.58999633789062,171.89999389648438,169.0,171.89999389648438,17723479
2024-06-19,152.01084899902344,166.75,170.3000030517578,166.0500030517578,170.0,18053095
2024-06-20,154.0346221923828,168.97000122070312,169.72000122070312,166.10000610351562,167.35000610351562,15794096
2024-06-21,151.892333984375,166.6199951171875,169.5,166.25999450683594,169.19000244140625,19269862
2024-06-24,151.6006317138672,166.3000030517578,167.69000244140625,164.7100067138672,166.6199951171875,13445384
2024-06-25,149.84121704101562,164.3699951171875,167.13999938964844,164.0500030517578,166.97999572753906,14775324
2024-06-26,149.75006103515625,164.27000427246094,165.24000549316406,164.0,165.14999389648438,10441389
2024-06-27,149.1210479736328,163.5800018310547,164.8800048828125,162.17999267578125,164.5,24654739
2024-06-28,150.98985290527344,165.6300048828125,166.63999938964844,163.8000030517578,163.89999389648438,15335579
2024-07-01,152.84042358398438,167.66000366210938,167.9499969482422,165.6199951171875,166.0,19014104
2024-07-02,153.42384338378906,168.3000030517578,169.7100067138672,167.00999450683594,168.0,31012683
2024-07-03,154.34457397460938,169.30999755859375,169.8000030517578,167.75,169.39999389648438,20184032
2024-07-04,155.12855529785156,170.1699981689453,171.3000030517578,169.17999267578125,170.10000610351562,26156046
2024-07-05,156.14044189453125,171.27999877929688,171.94000244140625,169.7100067138672,170.89999389648438,26431264
2024-07-08,155.0373992919922,170.07000732421875,172.80999755859375,169.75,172.2100067138672,30322381
2024-07-09,156.49595642089844,171.6699981689453,172.6999969482422,170.5,171.2899932861328,28600182
2024-07-10,156.70562744140625,171.89999389648438,172.49000549316406,167.1999969482422,172.3000030517578,34673112
2024-07-11,159.02113342285156,174.44000244140625,175.8000030517578,172.25,172.89999389648438,55143055
2024-07-12,158.64122009277344,167.0399932861328,169.25,166.11000061035156,168.49000549316406,35355791
2024-07-15,161.16749572753906,169.6999969482422,170.32000732421875,166.39999389648438,167.5,32915517
2024-07-16,162.1551971435547,170.74000549316406,172.3000030517578,169.25,169.5,33837471
2024-07-18,161.08201599121094,169.61000061035156,171.66000366210938,168.66000366210938,170.0,22673600
2024-07-19,157.169189453125,165.49000549316406,170.89999389648438,165.14999389648438,170.89999389648438,26361146
2024-07-22,159.73341369628906,168.19000244140625,169.0,163.8800048828125,165.49000549316406,17140562
2024-07-23,157.4825897216797,165.82000732421875,169.35000610351562,160.66000366210938,169.35000610351562,21714840
2024-07-24,160.30323791503906,168.7899932861328,169.25,165.55999755859375,165.82000732421875,16076455
2024-07-25,167.95799255371094,176.85000610351562,177.55999755859375,166.5399932861328,166.88999938964844,75894556
2024-07-26,167.67308044433594,176.5500030517578,178.9199981689453,175.5500030517578,178.33999633789062,27261949
2024-07-29,171.3199920654297,180.38999938964844,181.6999969482422,178.0,178.0,42913186
2024-07-30,173.75128173828125,182.9499969482422,185.97000122070312,178.30999755859375,180.0,75819147
2024-07-31,172.53564453125,181.6699981689453,184.85000610351562,180.0800018310547,183.5,32726809
2024-08-01,170.69317626953125,179.72999572753906,182.49000549316406,177.8699951171875,182.0,26184112
2024-08-02,168.37586975097656,177.2899932861328,179.2899932861328,174.63999938964844,178.0,27097002
2024-08-05,162.0127410888672,170.58999633789062,174.8800048828125,166.99000549316406,172.0,37579908
2024-08-06,158.6127471923828,167.00999450683594,174.39999389648438,166.27999877929688,172.0,18084781
2024-08-07,163.56077575683594,172.22000122070312,172.5,169.07000732421875,171.24000549316406,15591095
2024-08-08,161.67083740234375,170.22999572753906,172.1199951171875,169.1999969482422,171.99000549316406,14932165
2024-08-09,160.58816528320312,169.08999633789062,173.0,168.8000030517578,172.10000610351562,14137851
2024-08-12,160.65464782714844,169.16000366210938,171.0,167.7899932861328,168.0,11563339
2024-08-13,155.8680419921875,164.1199951171875,168.69000244140625,163.00999450683594,168.30999755859375,16620160
2024-08-14,155.50717163085938,163.74000549316406,165.63999938964844,163.10000610351562,165.00999450683594,14369897
2024-08-16,158.7646942138672,167.1699981689453,167.4499969482422,164.85000610351562,165.25,10622879
2024-08-19,161.5283966064453,170.0800018310547,170.80999755859375,169.32000732421875,170.0,11457875
2024-08-20,163.57028198242188,172.22999572753906,173.39999389648438,171.02999877929688,171.99000549316406,15526789
2024-08-21,165.14682006835938,173.88999938964844,174.85000610351562,172.11000061035156,173.0,15640289
2024-08-22,165.0518341064453,173.7899932861328,175.49000549316406,173.39999389648438,174.8800048828125,11809546
2024-08-23,164.42503356933594,173.1300048828125,175.49000549316406,172.6699981689453,173.60000610351562,13815705
2024-08-26,164.7384490966797,173.4600067138672,174.3699951171875,172.39999389648438,174.0,8952470
2024-08-27,164.53900146484375,173.25,174.6300048828125,171.75,172.8000030517578,11132430
2024-08-28,165.01385498046875,173.75,176.5,173.22999572753906,173.25,14449023
2024-08-29,167.94850158691406,176.83999633789062,177.3000030517578,173.16000366210938,173.88999938964844,21375638
2024-08-30,168.07196044921875,176.97000122070312,178.77999877929688,176.1199951171875,178.0,22288432
2024-09-02,169.74346923828125,178.72999572753906,181.1999969482422,177.00999450683594,179.25,26940504
2024-09-03,167.27420043945312,176.1300048828125,178.91000366210938,175.60000610351562,178.60000610351562,11874065
2024-09-04,168.1289520263672,177.02999877929688,179.6999969482422,176.11000061035156,177.0,23923887
2024-09-05,172.22222900390625,181.33999633789062,184.0,177.91000366210938,178.64999389648438,46162315
2024-09-06,167.75856018066406,176.63999938964844,181.2899932861328,174.6999969482422,181.08999633789062,31875186
2024-09-09,166.52391052246094,175.33999633789062,177.2100067138672,173.64999389648438,175.5,15121584
2024-09-10,166.72337341308594,175.5500030517578,176.74000549316406,174.5500030517578,176.11000061035156,14875095
2024-09-11,161.2054901123047,169.74000549316406,177.88999938964844,169.08999633789062,176.99000549316406,29731172
2024-09-12,164.54849243164062,173.25999450683594,173.6999969482422,170.07000732421875,171.49000549316406,18368650
2024-09-13,164.4820098876953,173.19000244140625,176.0,172.4499969482422,173.25,15061240
2024-09-16,163.180908203125,171.82000732421875,174.11000061035156,171.58999633789062,173.8000030517578,8492383
2024-09-17,161.936767578125,170.50999450683594,171.9499969482422,170.0500030517578,171.32000732421875,6417946
2024-09-18,159.9803466796875,168.4499969482422,171.05999755859375,167.60000610351562,170.60000610351562,10726650
2024-09-19,156.74179077148438,165.0399932861328,169.94000244140625,162.19000244140625,168.88999938964844,19197503
2024-09-20,158.65074157714844,167.0500030517578,167.75,165.0,165.39999389648438,20652037
2024-09-23,161.19598388671875,169.72999572753906,170.1999969482422,167.0,167.5500030517578,9393577
2024-09-24,161.3479461669922,169.88999938964844,170.9499969482422,168.8000030517578,169.1699981689453,10027795
2024-09-25,161.28146362304688,169.82000732421875,170.94000244140625,168.5,169.60000610351562,8749024
2024-09-26,162.7440185546875,171.36000061035156,171.89999389648438,168.61000061035156,170.2100067138672,11349547
2024-09-27,170.9591064453125,180.00999450683594,180.75,171.5,171.60000610351562,52095985
2024-09-30,171.09207153320312,180.14999389648438,182.4600067138672,176.1699981689453,179.7100067138672,33375167
2024-10-01,170.05686950683594,179.05999755859375,181.33999633789062,177.27000427246094,180.0,17390545
2024-10-03,162.71554565429688,171.3300018310547,176.1999969482422,170.72999572753906,173.22000122070312,25392543
2024-10-04,160.1702880859375,168.64999389648438,170.49000549316406,165.60000610351562,169.5,25223563
2024-10-07,154.5574493408203,162.74000549316406,170.7899932861328,162.10000610351562,170.7899932861328,19798152
2024-10-08,155.98202514648438,164.24000549316406,165.0,160.75999450683594,162.0500030517578,14948163
2024-10-09,156.45687866210938,164.74000549316406,169.24000549316406,164.4600067138672,167.7899932861328,20278252
2024-10-10,156.12448120117188,164.38999938964844,167.1999969482422,164.00999450683594,165.1699981689453,10145184
2024-10-11,154.94680786132812,163.14999389648438,164.74000549316406,162.60000610351562,164.38999938964844,8750905
2024-10-14,157.15017700195312,165.47000122070312,166.00999450683594,162.85000610351562,164.14999389648438,14345120
2024-10-15,159.48648071289062,167.92999267578125,169.64999389648438,166.5,168.0,22551022
2024-10-16,159.92337036132812,168.38999938964844,171.64999389648438,167.61000061035156,168.25,21433632
2024-10-17,156.02001953125,164.27999877929688,168.60000610351562,164.0,168.0,13215492
2024-10-18,157.0362091064453,165.35000610351562,165.97000122070312,161.74000549316406,163.3000030517578,11701011
2024-10-21,152.0691680908203,160.1199951171875,166.67999267578125,159.75,165.10000610351562,20627025
2024-10-22,147.5010223388672,155.30999755859375,160.74000549316406,154.86000061035156,160.0,15190259
2024-10-23,145.25018310546875,152.94000244140625,155.5399932861328,150.14999389648438,154.89999389648438,16503290
2024-10-24,145.5635986328125,153.27000427246094,154.33999633789062,152.52000427246094,152.94000244140625,8648491
2024-10-25,138.9535369873047,146.30999755859375,153.9499969482422,145.4499969482422,153.5,20505003
2024-10-28,139.6278533935547,147.02000427246094,149.72999572753906,145.0,148.60000610351562,21349891
2024-10-29,136.8736572265625,144.1199951171875,145.10000610351562,140.55999755859375,141.00999450683594,35275184
2024-10-30,136.18984985351562,143.39999389648438,145.44000244140625,142.25,143.60000610351562,17388536
2024-10-31,135.44908142089844,142.6199951171875,144.39999389648438,141.60000610351562,143.39999389648438,18657930
2024-11-01,137.6999053955078,144.99000549316406,145.5,143.0,144.3000030517578,4076745
2024-11-04,131.94459533691406,138.92999267578125,144.5800018310547,136.36000061035156,144.5800018310547,46651179
2024-11-05,133.7205810546875,140.8000030517578,141.10000610351562,137.6699981689453,137.99000549316406,18594095
2024-11-06,137.33901977539062,144.61000061035156,145.13999938964844,141.3699951171875,141.61000061035156,18107864
2024-11-07,136.90213012695312,144.14999389648438,145.74000549316406,143.1199951171875,144.66000366210938,14637973
2024-11-08,133.28372192382812,140.33999633789062,144.38999938964844,140.0,143.80999755859375,15316464
2024-11-11,132.41946411132812,139.42999267578125,140.6999969482422,137.6699981689453,138.8000030517578,17669364
2024-11-12,131.8116455078125,138.7899932861328,141.9600067138672,138.5,139.60000610351562,10561738
2024-11-13,129.15243530273438,135.99000549316406,139.3000030517578,135.5,138.24000549316406,12503679
2024-11-14,127.9842758178711,134.75999450683594,136.83999633789062,133.75,135.5,17425507
2024-11-18,127.39544677734375,134.13999938964844,135.82000732421875,133.3300018310547,135.1300048828125,12693551
2024-11-19,126.4267349243164,133.1199951171875,136.67999267578125,132.64999389648438,134.86000061035156,12696762
2024-11-21,124.13790893554688,130.7100067138672,133.39999389648438,129.5,133.1199951171875,15787410
2024-11-22,125.94237518310547,132.61000061035156,133.10000610351562,130.72999572753906,131.49000549316406,12070416
2024-11-25,129.54180908203125,136.39999389648438,137.9600067138672,135.17999267578125,135.77000427246094,22201129
2024-11-26,130.07366943359375,136.9600067138672,137.75,136.13999938964844,137.3000030517578,9265539
2024-11-27,132.01109313964844,139.0,139.75,135.25,138.13999938964844,18242345
2024-11-28,130.8239288330078,137.75,141.10000610351562,137.25,139.1999969482422,17331637
2024-11-29,131.65969848632812,138.6300048828125,139.25999450683594,136.8699951171875,137.0,14012364
2024-12-02,130.7289581298828,137.64999389648438,138.64999389648438,136.8800048828125,138.22000122070312,16069119
2024-12-03,132.4954376220703,139.50999450683594,139.75,137.9199981689453,138.0,13089770
2024-12-04,132.82785034179688,139.86000061035156,141.10000610351562,139.14999389648438,139.50999450683594,12745610
2024-12-05,132.42897033691406,139.44000244140625,140.38999938964844,138.05999755859375,140.38999938964844,14056789
2024-12-06,134.822265625,141.9600067138672,143.5399932861328,140.3000030517578,140.64999389648438,20687458
2024-12-09,135.1736602783203,142.3300018310547,143.14999389648438,141.30999755859375,141.9600067138672,16119047
2024-12-10,136.32281494140625,143.5399932861328,144.44000244140625,141.92999267578125,142.10000610351562,13694082
2024-12-11,135.99041748046875,143.19000244140625,144.44000244140625,142.94000244140625,143.49000549316406,9714837
2024-12-12,134.36639404296875,141.47999572753906,143.19000244140625,140.8699951171875,142.25,14929334
2024-12-13,136.9876251220703,144.24000549316406,145.10000610351562,140.8800048828125,144.74000549316406,36825429
2024-12-16,135.9619140625,143.16000366210938,144.9499969482422,142.1999969482422,144.32000732421875,12428446
2024-12-17,133.2647247314453,140.32000732421875,143.1999969482422,140.0,143.0,11896291
2024-12-18,129.83624267578125,136.7100067138672,140.69000244140625,136.3300018310547,139.14999389648438,12013629
2024-12-19,132.59991455078125,139.6199951171875,140.3000030517578,133.5399932861328,134.0,18879012
2024-12-20,130.1876220703125,137.0800018310547,141.64999389648438,136.60000610351562,139.67999267578125,19545043
2024-12-23,130.85243225097656,137.77999877929688,139.8000030517578,137.27000427246094,138.0800018310547,12517478
2024-12-24,131.3177947998047,138.27000427246094,139.4600067138672,137.41000366210938,137.91000366210938,7802858
2024-12-26,130.91891479492188,137.85000610351562,139.6199951171875,137.11000061035156,138.3000030517578,8620779
2024-12-27,129.39935302734375,136.25,138.7899932861328,136.10000610351562,138.0500030517578,6146307
2024-12-30,127.8418197631836,134.61000061035156,136.8300018310547,134.10000610351562,136.25,29229520
2024-12-31,129.5513153076172,136.41000366210938,137.24000549316406,134.22000122070312,134.52000427246094,8243910
2025-01-01,130.14962768554688,137.0399932861328,137.36000061035156,135.6999969482422,135.8000030517578,4144374
2025-01-02,131.02337646484375,137.9600067138672,138.2100067138672,135.64999389648438,136.41000366210938,10625223
2025-01-03,131.19432067871094,138.13999938964844,139.8300018310547,137.1300048828125,137.72000122070312,14567050
2025-01-06,126.19879913330078,132.8800048828125,138.47999572753906,132.0500030517578,138.13999938964844,19711596
2025-01-07,127.5759048461914,134.3300018310547,136.27999877929688,133.1999969482422,133.49000549316406,13658286
2025-01-08,127.83232879638672,134.60000610351562,135.5,133.08999633789062,134.14999389648438,14259056
2025-01-09,125.55298614501953,132.1999969482422,134.8000030517578,132.0,134.63999938964844,9734279
2025-01-10,123.72952270507812,130.27999877929688,133.0,129.75,132.1999969482422,12948066
2025-01-13,115.8563461303711,121.98999786376953,128.38999938964844,121.16000366210938,128.02999877929688,30291583
2025-01-14,120.26304626464844,126.62999725341797,127.19999694824219,122.72000122070312,123.0,17430438
2025-01-15,120.56695556640625,126.94999694824219,128.8699951171875,126.22000122070312,128.25999450683594,11472116
2025-01-16,120.70941925048828,127.0999984741211,128.27000427246094,126.55000305175781,127.94999694824219,11843193
2025-01-17,121.63065338134766,128.07000732421875,128.49000549316406,126.30000305175781,127.0,24617689
2025-01-20,123.93846893310547,130.5,131.17999267578125,126.80999755859375,128.85000610351562,8234561
2025-01-21,124.48930358886719,131.0800018310547,133.66000366210938,130.64999389648438,131.6999969482422,20272605
2025-01-22,123.95746612548828,130.52000427246094,132.60000610351562,128.44000244140625,132.1999969482422,9202153
2025-01-23,123.30215454101562,129.8300018310547,130.69000244140625,128.83999633789062,130.39999389648438,7058477
2025-01-24,121.81108856201172,128.25999450683594,132.75,127.9000015258789,130.99000549316406,12630632
2025-01-27,117.9267349243164,124.16999816894531,127.97000122070312,122.5,127.97000122070312,18934026
2025-01-28,116.41668701171875,122.58000183105469,125.8499984741211,121.83999633789062,124.16999816894531,19861475
2025-01-29,117.42338562011719,123.63999938964844,124.38999938964844,122.9000015258789,123.19000244140625,12017314
2025-01-30,120.7284164428711,127.12000274658203,128.5,123.86000061035156,124.4000015258789,17776744
2025-01-31,122.02953338623047,128.49000549316406,128.85000610351562,126.1500015258789,127.12000274658203,9686000
2025-02-01,119.1138916015625,125.41999816894531,129.75,124.61000061035156,128.85000610351562,10535114
2025-02-03,114.87814331054688,120.95999908447266,124.19999694824219,120.0999984741211,124.11000061035156,26047332
2025-02-04,118.20215606689453,124.45999908447266,124.68000030517578,122.5,122.69999694824219,14405748
2025-02-05,120.07311248779297,126.43000030517578,128.47999572753906,125.45999908447266,125.48999786376953,11469878
2025-02-06,119.68372344970703,126.0199966430664,128.22000122070312,125.31999969482422,128.0500030517578,9804040
2025-02-07,118.81947326660156,125.11000061035156,126.75,124.43000030517578,126.02999877929688,8892600
2025-02-10,116.98651885986328,123.18000030517578,126.62000274658203,122.86000061035156,125.0,12773729
2025-02-11,114.41277313232422,120.47000122070312,123.73999786376953,120.0,123.18000030517578,14532810
2025-02-12,114.36528778076172,120.41999816894531,121.19999694824219,117.27999877929688,120.69000244140625,14799271
2025-02-13,114.04238891601562,120.08000183105469,122.0,119.94999694824219,121.0,10136689
2025-02-14,111.35467529296875,117.25,121.23999786376953,116.0,120.5,12351973
2025-02-17,112.49433898925781,118.44999694824219,118.80000305175781,114.4000015258789,117.25,12518983
2025-02-18,113.01668548583984,119.0,119.25,116.30999755859375,118.44999694824219,8678689
2025-02-19,113.84294891357422,119.87000274658203,120.16999816894531,117.9000015258789,118.11000061035156,9158990
2025-02-20,116.61612701416016,122.79000091552734,122.94999694824219,118.9800033569336,119.83999633789062,9940851
2025-02-21,115.22953796386719,121.33000183105469,123.70999908447266,120.83000183105469,122.0,9657933
2025-02-24,114.17534637451172,120.22000122070312,121.30999755859375,119.4000015258789,120.25,8764985
2025-02-25,112.68428802490234,118.6500015258789,120.70999908447266,118.4000015258789,120.22000122070312,7607411
2025-02-27,110.56640625,116.41999816894531,119.0,116.08999633789062,118.26000213623047,10709253
2025-02-28,107.78372955322266,113.48999786376953,116.20999908447266,112.91999816894531,116.0,24161878
2025-03-03,108.7999267578125,114.55999755859375,115.3499984741211,110.72000122070312,114.69999694824219,18881646
2025-03-04,112.1049575805664,118.04000091552734,118.44999694824219,111.91000366210938,113.0999984741211,14145658
2025-03-05,116.10327911376953,122.25,122.58000183105469,117.75,118.04000091552734,19577861
2025-03-06,119.51277160644531,125.83999633789062,126.87999725341797,123.94999694824219,124.5999984741211,19384187
2025-03-07,118.56304931640625,124.83999633789062,126.30000305175781,123.69999694824219,125.75,14763396
2025-03-10,115.47645568847656,121.58999633789062,125.44000244140625,121.0999984741211,124.0,12727300
2025-03-11,118.54405212402344,124.81999969482422,125.25,120.33999633789062,121.19000244140625,18090217
2025-03-12,118.99043273925781,125.29000091552734,127.80000305175781,124.18000030517578,125.0,14079943
2025-03-13,119.351318359375,125.66999816894531,126.47000122070312,124.33000183105469,125.0,10882226
2025-03-17,117.86975860595703,124.11000061035156,126.0,123.1500015258789,125.43000030517578,13126112
2025-03-18,117.86975860595703,124.11000061035156,124.11000061035156,124.11000061035156,124.11000061035156,0
2025-03-19,121.32673645019531,127.75,127.9000015258789,125.30999755859375,125.30999755859375,11273526
2025-03-20,122.71333312988281,129.2100067138672,131.0,127.41999816894531,128.39999389648438,13947925
